RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,ZHVI
61639,0,10025,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,1119552
84654,1,60657,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,517970
61637,2,10023,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,1473190
91982,3,77494,Zip,TX,TX,Katy,Houston-The Woodlands-Sugar Land,Harris County,421338
84616,4,60614,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,660320
91940,5,77449,Zip,TX,TX,Katy,Houston-The Woodlands-Sugar Land,Harris County,240759
61616,6,10002,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,921440
91733,7,77084,Zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,237607
93144,8,79936,Zip,TX,TX,El Paso,El Paso,El Paso County,168289
84640,9,60640,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,337215
62037,10,11226,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,829892
61807,11,10467,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,445108
92593,12,78660,Zip,TX,TX,Pflugerville,Austin-Round Rock,Travis County,440974
97564,13,94109,Zip,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,1175830
61630,15,10016,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,995779
74101,16,37013,Zip,TN,TN,Nashville,Nashville-Davidson--Murfreesboro--Franklin,Davidson County,301342
71831,17,32162,Zip,FL,FL,The Villages,The Villages,Sumter County,316518
84646,18,60647,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,506570
62012,19,11201,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,1264095
62045,20,11235,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,659002
62087,21,11375,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,855683
96107,22,90250,Zip,CA,CA,Hawthorne,Los Angeles-Long Beach-Anaheim,Los Angeles County,839113
92271,23,78130,Zip,TX,TX,New Braunfels,San Antonio-New Braunfels,Comal County,308598
74242,24,37211,Zip,TN,TN,Nashville,Nashville-Davidson--Murfreesboro--Franklin,Davidson County,350332
61643,25,10029,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,752645
61623,26,10009,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,1015327
92036,27,77573,Zip,TX,TX,League City,Houston-The Woodlands-Sugar Land,Galveston County,336879
84620,28,60618,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,516810
92045,29,77584,Zip,TX,TX,Pearland,Houston-The Woodlands-Sugar Land,Brazoria County,322786
61625,30,10011,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,1715864
66126,31,20002,Zip,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,766651
61703,32,10128,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,1202143
69816,33,28269,Zip,NC,NC,Charlotte,Charlotte-Concord-Gastonia,Mecklenburg County,305239
92551,34,78613,Zip,TX,TX,Cedar Park,Austin-Round Rock,Williamson County,535338
91926,35,77433,Zip,TX,TX,Cypress,Houston-The Woodlands-Sugar Land,Harris County,354124
92515,36,78572,Zip,TX,TX,Mission,McAllen-Edinburg-Mission,Hidalgo County,148514
71067,37,30349,Zip,GA,GA,Riverdale,Atlanta-Sandy Springs-Roswell,Clayton County,218099
93123,38,79912,Zip,TX,TX,El Paso,El Paso,El Paso County,242264
90654,39,75052,Zip,TX,TX,Grand Prairie,Dallas-Fort Worth-Arlington,Dallas County,291181
97771,40,94565,Zip,CA,CA,Pittsburg,San Francisco-Oakland-Hayward,Contra Costa County,739543
74126,41,37042,Zip,TN,TN,Clarksville,Clarksville,Montgomery County,215750
62017,42,11206,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,931574
89925,43,73099,Zip,OK,OK,Yukon,Oklahoma City,Canadian County,208672
96027,44,90046,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,1635630
66133,45,20009,Zip,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,656367
91922,46,77429,Zip,TX,TX,Cypress,Houston-The Woodlands-Sugar Land,Harris County,324095
92341,47,78245,Zip,TX,TX,San Antonio,San Antonio-New Braunfels,Bexar County,240095
91968,48,77479,Zip,TX,TX,Sugar Land,Houston-The Woodlands-Sugar Land,Fort Bend County,453945
61802,49,10462,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,191785
61796,50,10456,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,448765
84615,51,60613,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,367585
70829,52,30044,Zip,GA,GA,Lawrenceville,Atlanta-Sandy Springs-Roswell,Gwinnett County,294362
61633,53,10019,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,1270651
86026,54,63376,Zip,MO,MO,Saint Peters,St. Louis,Saint Charles County,262520
61617,55,10003,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,1434501
69823,56,28277,Zip,NC,NC,Charlotte,Charlotte-Concord-Gastonia,Mecklenburg County,456975
84627,57,60625,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,423232
70828,58,30043,Zip,GA,GA,Lawrenceville,Atlanta-Sandy Springs-Roswell,Gwinnett County,343669
62040,59,11230,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,1038359
62023,60,11212,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,530353
91685,61,77036,Zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,167527
61803,62,10463,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,426730
84630,63,60629,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,241170
62020,64,11209,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,1002019
70874,65,30096,Zip,GA,GA,Duluth,Atlanta-Sandy Springs-Roswell,Gwinnett County,329769
62032,66,11221,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,1158265
60545,67,7030,Zip,NJ,NJ,Hoboken,New York-Newark-Jersey City,Hudson County,738470
99534,68,98052,Zip,WA,WA,Redmond,Seattle-Tacoma-Bellevue,King County,1167669
70810,69,30024,Zip,GA,GA,Suwanee,Atlanta-Sandy Springs-Roswell,Gwinnett County,483363
84612,70,60610,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,443388
92617,71,78704,Zip,TX,TX,Austin,Austin-Round Rock,Travis County,929359
91726,72,77077,Zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,351897
94748,73,85032,Zip,AZ,AZ,Phoenix,Phoenix-Mesa-Scottsdale,Maricopa County,406284
91889,74,77379,Zip,TX,TX,Spring,Houston-The Woodlands-Sugar Land,Harris County,321766
90823,75,75287,Zip,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,420404
61638,76,10024,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,1601342
92598,77,78666,Zip,TX,TX,San Marcos,Austin-Round Rock,Hays County,330044
66843,78,21234,Zip,MD,MD,Parkville,Baltimore-Columbia-Towson,Baltimore County,256111
72463,79,33160,Zip,FL,FL,Sunny Isles Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,422135
67732,80,23464,Zip,VA,VA,Virginia Beach,Virginia Beach-Norfolk-Newport News,Virginia Beach City,327314
73221,81,34787,Zip,FL,FL,Winter Garden,Orlando-Kissimmee-Sanford,Orange County,437118
92481,82,78521,Zip,TX,TX,Brownsville,Brownsville-Harlingen,Cameron County,118879
61148,83,8701,Zip,NJ,NJ,Lakewood Township,New York-Newark-Jersey City,Ocean County,467319
90795,84,75243,Zip,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,266480
62025,85,11214,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,699975
69672,86,28027,Zip,NC,NC,Concord,Charlotte-Concord-Gastonia,Cabarrus County,333335
62018,87,11207,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,543398
97711,88,94501,Zip,CA,CA,Alameda,San Francisco-Oakland-Hayward,Alameda County,1323341
58669,89,2169,Zip,MA,MA,Quincy,Boston-Cambridge-Newton,Norfolk County,547447
72578,90,33411,Zip,FL,FL,Royal Palm Beach,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,390046
62039,91,11229,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,762753
84621,92,60619,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,190844
92654,93,78745,Zip,TX,TX,Austin,Austin-Round Rock,Travis County,537779
97565,94,94110,Zip,CA,CA,San Francisco,San Francisco-Oakland-Hayward,San Francisco County,1615258
67730,95,23462,Zip,VA,VA,Virginia Beach,Virginia Beach-Norfolk-Newport News,Virginia Beach City,258702
72363,96,33025,Zip,FL,FL,Miramar,Miami-Fort Lauderdale-West Palm Beach,Broward County,318374
61798,97,10458,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,511024
90665,98,75067,Zip,TX,TX,Lewisville,Dallas-Fort Worth-Arlington,Denton County,330037
96015,99,90034,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,1533150
93263,100,80134,Zip,CO,CO,Parker,Denver-Aurora-Lakewood,Douglas County,672305
72442,101,33139,Zip,FL,FL,Miami Beach,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,360751
84613,102,60611,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,482809
98325,103,95630,Zip,CA,CA,Folsom,Sacramento--Roseville--Arden-Arcade,Sacramento County,741516
79054,104,48197,Zip,MI,MI,Ypsilanti,Ann Arbor,Washtenaw County,282691
77007,105,44107,Zip,OH,OH,Lakewood,Cleveland-Elyria,Cuyahoga County,258792
87074,106,66062,Zip,KS,KS,Olathe,Kansas City,Johnson County,345144
62022,107,11211,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,1097821
76953,108,44035,Zip,OH,OH,Elyria,Cleveland-Elyria,Lorain County,144600
94870,109,85281,Zip,AZ,AZ,Tempe,Phoenix-Mesa-Scottsdale,Maricopa County,387161
62088,110,11377,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,806908
61793,111,10453,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,652733
96239,112,90805,Zip,CA,CA,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles County,622912
60639,113,7302,Zip,NJ,NJ,Jersey City,New York-Newark-Jersey City,Hudson County,802813
96193,114,90650,Zip,CA,CA,Norwalk,Los Angeles-Long Beach-Anaheim,Los Angeles County,623854
96025,115,90044,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,593825
95048,116,85710,Zip,AZ,AZ,Tucson,Tucson,Pima County,273351
96990,117,92683,Zip,CA,CA,Westminster,Los Angeles-Long Beach-Anaheim,Orange County,880617
94820,118,85225,Zip,AZ,AZ,Chandler,Phoenix-Mesa-Scottsdale,Maricopa County,390116
62044,119,11234,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,689122
71005,120,30281,Zip,GA,GA,Stockbridge,Atlanta-Sandy Springs-Roswell,Henry County,246832
74156,121,37075,Zip,TN,TN,Hendersonville,Nashville-Davidson--Murfreesboro--Franklin,Sumner County,403497
62067,122,11355,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,694439
62048,123,11238,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,1160791
92576,124,78641,Zip,TX,TX,Leander,Austin-Round Rock,Williamson County,490274
61790,125,10314,Zip,NY,NY,New York,New York-Newark-Jersey City,Richmond County,597248
65810,126,19143,Zip,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,176090
93146,127,79938,Zip,TX,TX,El Paso,El Paso,El Paso County,193505
96467,128,91709,Zip,CA,CA,Chino Hills,Riverside-San Bernardino-Ontario,San Bernardino County,853772
62026,129,11215,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,1362399
61792,130,10452,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,418259
84619,131,60617,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,165672
95309,132,87114,Zip,NM,NM,Albuquerque,Albuquerque,Bernalillo County,297960
71864,133,32210,Zip,FL,FL,Jacksonville,Jacksonville,Duval County,200518
76511,134,43081,Zip,OH,OH,Westerville,Columbus,Franklin County,302740
97764,135,94558,Zip,CA,CA,Napa,Napa,Napa County,869937
96007,136,90026,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,1149053
91221,137,76063,Zip,TX,TX,Mansfield,Dallas-Fort Worth-Arlington,Tarrant County,372269
91950,138,77459,Zip,TX,TX,Missouri City,Houston-The Woodlands-Sugar Land,Fort Bend County,344955
96545,139,91910,Zip,CA,CA,Chula Vista,San Diego-Carlsbad,San Diego County,727901
69431,140,27587,Zip,NC,NC,Wake Forest,Raleigh,Wake County,439171
70825,141,30040,Zip,GA,GA,Cumming,Atlanta-Sandy Springs-Roswell,Forsyth County,460604
97431,142,93722,Zip,CA,CA,Fresno,Fresno,Fresno County,348251
99142,142,97229,Zip,OR,OR,Portland,Portland-Vancouver-Hillsboro,Multnomah County,713557
60081,144,6010,Zip,CT,CT,Bristol,Hartford-West Hartford-East Hartford,Hartford County,240521
65133,145,17603,Zip,PA,PA,Lancaster Township,Lancaster,Lancaster County,238817
91198,146,76028,Zip,TX,TX,Burleson,Dallas-Fort Worth-Arlington,Johnson County,296271
72901,147,33908,Zip,FL,FL,Fort Myers,Cape Coral-Fort Myers,Lee County,339427
76534,148,43123,Zip,OH,OH,Grove City,Columbus,Franklin County,264771
90657,149,75056,Zip,TX,TX,The Colony,Dallas-Fort Worth-Arlington,Denton County,412612
95804,150,89108,Zip,NV,NV,Las Vegas,Las Vegas-Henderson-Paradise,Clark County,307950
94890,151,85308,Zip,AZ,AZ,Glendale,Phoenix-Mesa-Scottsdale,Maricopa County,435135
92520,152,78577,Zip,TX,TX,Pharr,McAllen-Edinburg-Mission,Hidalgo County,130110
92336,153,78240,Zip,TX,TX,San Antonio,San Antonio-New Braunfels,Bexar County,252217
97740,154,94533,Zip,CA,CA,Fairfield,Vallejo-Fairfield,Solano County,519681
95306,155,87111,Zip,NM,NM,Albuquerque,Albuquerque,Bernalillo County,350460
63776,156,14850,Zip,NY,NY,Town Of Ithaca,Ithaca,Tompkins County,302500
72362,158,33024,Zip,FL,FL,Pembroke Pines,Miami-Fort Lauderdale-West Palm Beach,Broward County,373722
99500,159,98012,Zip,WA,WA,Bothell,Seattle-Tacoma-Bellevue,Snohomish County,842313
79040,160,48180,Zip,MI,MI,Taylor,Detroit-Warren-Dearborn,Wayne County,148399
92125,161,77845,Zip,TX,TX,College Station,College Station-Bryan,Brazos County,293469
71038,162,30318,Zip,GA,GA,Atlanta,Atlanta-Sandy Springs-Roswell,Fulton County,334744
76971,163,44060,Zip,OH,OH,Mentor,Cleveland-Elyria,Lake County,229813
94940,164,85364,Zip,AZ,AZ,Yuma,Yuma,Yuma County,212354
98304,165,95608,Zip,CA,CA,Carmichael,Sacramento--Roseville--Arden-Arcade,Sacramento County,563347
76491,166,43055,Zip,OH,OH,Newark,Columbus,Licking County,186443
62093,167,11385,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,732354
72737,168,33647,Zip,FL,FL,Tampa,Tampa-St. Petersburg-Clearwater,Hillsborough County,405676
96987,169,92677,Zip,CA,CA,Laguna Niguel,Los Angeles-Long Beach-Anaheim,Orange County,1117382
77094,170,44256,Zip,OH,OH,Medina,Cleveland-Elyria,Medina County,296131
58660,171,2148,Zip,MA,MA,Malden,Boston-Cambridge-Newton,Middlesex County,586767
64180,172,15601,Zip,PA,PA,Greensburg,Pittsburgh,Westmoreland County,234524
93203,173,80013,Zip,CO,CO,Aurora,Denver-Aurora-Lakewood,Arapahoe County,470537
96047,174,90066,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,1716768
66705,175,20906,Zip,MD,MD,Silver Spring,Washington-Arlington-Alexandria,Montgomery County,412178
78823,176,47906,Zip,IN,IN,West Lafayette,Lafayette-West Lafayette,Tippecanoe County,292780
87019,177,65807,Zip,MO,MO,Springfield,Springfield,Greene County,179560
60499,178,6902,Zip,CT,CT,Stamford,Bridgeport-Stamford-Norwalk,Fairfield County,469824
77400,179,45011,Zip,OH,OH,Hamilton,Cincinnati,Butler County,284720
70953,180,30188,Zip,GA,GA,Woodstock,Atlanta-Sandy Springs-Roswell,Cherokee County,367589
96817,181,92336,Zip,CA,CA,Fontana,Riverside-San Bernardino-Ontario,San Bernardino County,629474
100179,182,99301,Zip,WA,WA,Pasco,Kennewick-Richland,Franklin County,359313
61808,183,10468,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,348980
62085,184,11373,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,585979
86717,185,65203,Zip,MO,MO,Columbia,Columbia,Boone County,292395
69699,186,28078,Zip,NC,NC,Huntersville,Charlotte-Concord-Gastonia,Mecklenburg County,419761
84622,187,60620,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,194121
78085,188,46307,Zip,IN,IN,Crown Point,Chicago-Naperville-Elgin,Lake County,300519
98432,189,95823,Zip,CA,CA,Sacramento,Sacramento--Roseville--Arden-Arcade,Sacramento County,417537
96825,190,92345,Zip,CA,CA,Hesperia,Riverside-San Bernardino-Ontario,San Bernardino County,372685
69450,191,27610,Zip,NC,NC,Raleigh,Raleigh,Wake County,280976
73014,192,34135,Zip,FL,FL,Bonita Springs,Cape Coral-Fort Myers,Lee County,387292
95314,193,87120,Zip,NM,NM,Albuquerque,Albuquerque,Bernalillo County,278720
69340,194,27410,Zip,NC,NC,Greensboro,Greensboro-High Point,Guilford County,299899
90638,195,75035,Zip,TX,TX,Frisco,Dallas-Fort Worth-Arlington,Collin County,536461
99563,196,98103,Zip,WA,WA,Seattle,Seattle-Tacoma-Bellevue,King County,934664
91941,197,77450,Zip,TX,TX,Cinco Ranch,Houston-The Woodlands-Sugar Land,Fort Bend County,324333
98411,198,95747,Zip,CA,CA,Roseville,Sacramento--Roseville--Arden-Arcade,Placer County,658435
95817,199,89121,Zip,NV,NV,Las Vegas,Las Vegas-Henderson-Paradise,Clark County,306203
69336,200,27406,Zip,NC,NC,Greensboro,Greensboro-High Point,Guilford County,176594
97023,201,92804,Zip,CA,CA,Anaheim,Los Angeles-Long Beach-Anaheim,Orange County,780104
61169,202,8753,Zip,NJ,NJ,Toms River,New York-Newark-Jersey City,Ocean County,399157
90780,203,75228,Zip,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,262048
96667,204,92126,Zip,CA,CA,San Diego,San Diego-Carlsbad,San Diego County,854763
61642,205,10028,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,1440024
84635,206,60634,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,348683
66135,207,20011,Zip,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,790948
76539,208,43130,Zip,OH,OH,Lancaster,Columbus,Fairfield County,201164
91325,209,76244,Zip,TX,TX,Fort Worth,Dallas-Fort Worth-Arlington,Tarrant County,348642
96882,210,92503,Zip,CA,CA,Riverside,Riverside-San Bernardino-Ontario,Riverside County,562496
96546,211,91911,Zip,CA,CA,Chula Vista,San Diego-Carlsbad,San Diego County,682789
70698,212,29732,Zip,SC,SC,Rock Hill,Charlotte-Concord-Gastonia,York County,282216
71871,213,32218,Zip,FL,FL,Jacksonville,Jacksonville,Duval County,261511
67180,214,22191,Zip,VA,VA,Woodbridge,Washington-Arlington-Alexandria,Prince William County,406556
69849,215,28314,Zip,NC,NC,Fayetteville,Fayetteville,Cumberland County,158891
71902,216,32256,Zip,FL,FL,Jacksonville,Jacksonville,Duval County,280552
62043,217,11233,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,918696
67655,218,23320,Zip,VA,VA,Chesapeake,Virginia Beach-Norfolk-Newport News,Chesapeake City,309857
75696,219,40475,Zip,KY,KY,Richmond,Richmond-Berea,Madison County,227691
67010,220,21740,Zip,MD,MD,Hagerstown,Hagerstown-Martinsburg,Washington County,225196
96643,221,92101,Zip,CA,CA,San Diego,San Diego-Carlsbad,San Diego County,721885
96000,222,90019,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,1360214
73183,223,34711,Zip,FL,FL,Clermont,Orlando-Kissimmee-Sanford,Lake County,355302
70835,224,30052,Zip,GA,GA,Loganville,Atlanta-Sandy Springs-Roswell,Gwinnett County,317357
74815,225,38401,Zip,TN,TN,Columbia,Nashville-Davidson--Murfreesboro--Franklin,Maury County,294206
91744,226,77095,Zip,TX,TX,Houston,Houston-The Woodlands-Sugar Land,Harris County,289017
60518,227,7002,Zip,NJ,NJ,Bayonne,New York-Newark-Jersey City,Hudson County,465123
70826,228,30041,Zip,GA,GA,Cumming,Atlanta-Sandy Springs-Roswell,Forsyth County,500753
84285,229,60016,Zip,IL,IL,Des Plaines,Chicago-Naperville-Elgin,Cook County,300612
72347,230,33009,Zip,FL,FL,Hallandale,Miami-Fort Lauderdale-West Palm Beach,Broward County,251442
97743,231,94536,Zip,CA,CA,Fremont,San Francisco-Oakland-Hayward,Alameda County,1344066
95785,232,89052,Zip,NV,NV,Henderson,Las Vegas-Henderson-Paradise,Clark County,552614
90226,233,74012,Zip,OK,OK,Broken Arrow,Tulsa,Tulsa County,205261
61797,234,10457,Zip,NY,NY,New York,New York-Newark-Jersey City,Bronx County,537434
93490,235,80634,Zip,CO,CO,Greeley,Greeley,Weld County,433438
76471,236,43026,Zip,OH,OH,Hilliard,Columbus,Franklin County,309322
96934,237,92592,Zip,CA,CA,Temecula,Riverside-San Bernardino-Ontario,Riverside County,684226
76597,238,43230,Zip,OH,OH,Gahanna,Columbus,Franklin County,284845
95813,239,89117,Zip,NV,NV,Las Vegas,Las Vegas-Henderson-Paradise,Clark County,432834
70859,240,30080,Zip,GA,GA,Smyrna,Atlanta-Sandy Springs-Roswell,Cobb County,388375
66125,241,20001,Zip,DC,DC,Washington,Washington-Arlington-Alexandria,District of Columbia,759231
69533,242,27834,Zip,NC,NC,Greenville,Greenville,Pitt County,145405
96125,243,90280,Zip,CA,CA,South Gate,Los Angeles-Long Beach-Anaheim,Los Angeles County,580886
70294,244,29072,Zip,SC,SC,Lexington,Columbia,Lexington County,283179
78042,245,46227,Zip,IN,IN,Indianapolis,Indianapolis-Carmel-Anderson,Marion County,200084
71895,246,32244,Zip,FL,FL,Jacksonville,Jacksonville,Duval County,230339
66785,247,21117,Zip,MD,MD,Owings Mills,Baltimore-Columbia-Towson,Baltimore County,326243
61641,248,10027,Zip,NY,NY,New York,New York-Newark-Jersey City,New York County,824730
65779,249,19111,Zip,PA,PA,Philadelphia,Philadelphia-Camden-Wilmington,Philadelphia County,257515
96083,250,90201,Zip,CA,CA,Bell,Los Angeles-Long Beach-Anaheim,Los Angeles County,571127
96477,251,91730,Zip,CA,CA,Rancho Cucamonga,Riverside-San Bernardino-Ontario,San Bernardino County,595776
78975,252,48103,Zip,MI,MI,Ann Arbor,Ann Arbor,Washtenaw County,440082
62046,253,11236,Zip,NY,NY,New York,New York-Newark-Jersey City,Kings County,602474
90759,254,75206,Zip,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,514482
95985,255,90004,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,1590521
74185,256,37128,Zip,TN,TN,Murfreesboro,Nashville-Davidson--Murfreesboro--Franklin,Rutherford County,355245
96651,257,92109,Zip,CA,CA,San Diego,San Diego-Carlsbad,San Diego County,1258391
70842,258,30062,Zip,GA,GA,Marietta,Atlanta-Sandy Springs-Roswell,Cobb County,442538
84629,259,60628,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,152792
60599,260,7093,Zip,NJ,NJ,West New York,New York-Newark-Jersey City,Hudson County,363215
72247,261,32822,Zip,FL,FL,Orlando,Orlando-Kissimmee-Sanford,Orange County,247691
71050,262,30331,Zip,GA,GA,Atlanta,Atlanta-Sandy Springs-Roswell,Fulton County,250664
90769,263,75217,Zip,TX,TX,Dallas,Dallas-Fort Worth-Arlington,Dallas County,186613
58743,264,2360,Zip,MA,MA,Plymouth,Boston-Cambridge-Newton,Plymouth County,508349
73233,265,34953,Zip,FL,FL,Port Saint Lucie,Port St. Lucie,Saint Lucie County,333063
74187,266,37130,Zip,TN,TN,Murfreesboro,Nashville-Davidson--Murfreesboro--Franklin,Rutherford County,300288
72488,267,33186,Zip,FL,FL,The Crossings,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,396803
58666,268,2155,Zip,MA,MA,Medford,Boston-Cambridge-Newton,Middlesex County,731032
61895,269,10701,Zip,NY,NY,Yonkers,New York-Newark-Jersey City,Westchester County,572797
72350,270,33012,Zip,FL,FL,Hialeah,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,310048
96368,271,91342,Zip,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,705125
96208,272,90706,Zip,CA,CA,Bellflower,Los Angeles-Long Beach-Anaheim,Los Angeles County,657323
96816,273,92335,Zip,CA,CA,Fontana,Riverside-San Bernardino-Ontario,San Bernardino County,490208
97991,274,95123,Zip,CA,CA,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara County,1233178
96590,275,92021,Zip,CA,CA,El Cajon,San Diego-Carlsbad,San Diego County,680023
71837,276,32174,Zip,FL,FL,Ormond Beach,Deltona-Daytona Beach-Ormond Beach,Volusia County,336480
67222,277,22304,Zip,VA,VA,Alexandria,Washington-Arlington-Alexandria,Alexandria City,415201
95315,278,87121,Zip,NM,NM,Albuquerque,Albuquerque,Bernalillo County,214434
62084,279,11372,Zip,NY,NY,New York,New York-Newark-Jersey City,Queens County,497760
67182,280,22193,Zip,VA,VA,Woodbridge,Washington-Arlington-Alexandria,Prince William County,424491
97118,280,93065,Zip,CA,CA,Simi Valley,Oxnard-Thousand Oaks-Ventura,Ventura County,772305
69555,282,27858,Zip,NC,NC,Greenville,Greenville,Pitt County,206564
77850,283,45840,Zip,OH,OH,Findlay,Findlay,Hancock County,183534
84647,284,60649,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,182806
72392,285,33063,Zip,FL,FL,Margate,Miami-Fort Lauderdale-West Palm Beach,Broward County,252166
69487,286,27703,Zip,NC,NC,Durham,Durham-Chapel Hill,Durham County,325785
67722,287,23454,Zip,VA,VA,Virginia Beach,Virginia Beach-Norfolk-Newport News,Virginia Beach City,365952
84628,288,60626,Zip,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,245312
72393,289,33064,Zip,FL,FL,Pompano Beach,Miami-Fort Lauderdale-West Palm Beach,Broward County,296580
79044,290,48185,Zip,MI,MI,Westland,Detroit-Warren-Dearborn,Wayne County,192047
96959,291,92627,Zip,CA,CA,Costa Mesa,Los Angeles-Long Beach-Anaheim,Orange County,1091679
72365,292,33027,Zip,FL,FL,Miramar,Miami-Fort Lauderdale-West Palm Beach,Broward County,386478
95043,293,85705,Zip,AZ,AZ,Tucson,Tucson,Pima County,230504
72530,294,33311,Zip,FL,FL,Fort Lauderdale,Miami-Fort Lauderdale-West Palm Beach,Broward County,286990
61200,295,8831,Zip,NJ,NJ,Monroe Township,New York-Newark-Jersey City,Middlesex County,446718
66242,296,20147,Zip,VA,VA,Ashburn,Washington-Arlington-Alexandria,Loudoun County,649294
77030,297,44130,Zip,OH,OH,Parma Heights,Cleveland-Elyria,Cuyahoga County,189054
