STCOFIPS,Year,Annual Change (%),HPI
08073,2020,10.60,220.57
08075,1975,.,100.00
08075,1976,9.31,109.31
08075,1977,8.85,118.98
08075,1978,17.16,139.40
08075,1979,14.47,159.56
08075,1980,0.51,160.37
08075,1981,.,.
08075,1982,.,.
08075,1983,.,.
08075,1984,.,.
08075,1985,.,.
08075,1986,.,.
08075,1987,.,.
08075,1988,.,.
08075,1989,.,174.66
08075,1990,.,.
08075,1991,.,170.19
08075,1992,1.55,172.83
08075,1993,6.55,184.15
08075,1994,18.19,217.65
08075,1995,18.69,258.34
08075,1996,9.46,282.78
08075,1997,6.91,302.32
08075,1998,2.04,308.49
08075,1999,2.16,315.16
08075,2000,4.21,328.42
08075,2001,2.89,337.92
08075,2002,0.71,340.33
08075,2003,0.83,343.14
08075,2004,2.96,353.30
08075,2005,4.35,368.66
08075,2006,6.26,391.73
08075,2007,3.25,404.47
08075,2008,0.43,406.21
08075,2009,-0.97,402.27
08075,2010,-4.46,384.33
08075,2011,0.41,385.90
08075,2012,3.89,400.90
08075,2013,1.63,407.42
08075,2014,6.95,435.74
08075,2015,2.83,448.07
08075,2016,3.52,463.86
08075,2017,9.01,505.67
08075,2018,6.00,536.01
08075,2019,6.68,571.81
08075,2020,5.05,600.67
08077,1975,.,100.00
08077,1976,15.23,115.23
08077,1977,10.50,127.33
08077,1978,15.96,147.65
08077,1979,16.16,171.51
08077,1980,8.96,186.88
08077,1981,5.22,196.63
08077,1982,26.86,249.45
08077,1983,-2.55,243.09
08077,1984,-20.41,193.48
08077,1985,-13.05,168.23
08077,1986,0.20,168.57
08077,1987,0.70,169.74
08077,1988,4.93,178.11
08077,1989,10.33,196.51
08077,1990,6.63,209.54
08077,1991,5.63,221.34
08077,1992,2.72,227.36
08077,1993,9.05,247.94
08077,1994,9.34,271.09
08077,1995,10.31,299.04
08077,1996,4.49,312.46
08077,1997,5.20,328.71
08077,1998,4.78,344.44
08077,1999,4.72,360.69
08077,2000,5.08,379.01
08077,2001,6.20,402.52
08077,2002,5.57,424.95
08077,2003,3.91,441.55
08077,2004,8.05,477.12
08077,2005,9.75,523.63
08077,2006,12.61,589.65
08077,2007,13.41,668.73
08077,2008,3.39,691.40
08077,2009,-5.72,651.87
08077,2010,-11.76,575.20
08077,2011,-10.49,514.85
08077,2012,-1.47,507.30
08077,2013,3.11,523.10
08077,2014,2.13,534.23
08077,2015,5.76,565.01
08077,2016,4.70,591.54
08077,2017,6.24,628.43
08077,2018,9.16,685.98
08077,2019,6.34,729.50
08077,2020,4.92,765.38
08079,2003,.,100.00
08079,2004,-5.90,94.10
08079,2005,6.88,100.57
08079,2006,4.76,105.36
08079,2007,24.29,130.96
08079,2008,-3.94,125.80
08079,2009,2.20,128.56
08079,2010,-0.30,128.17
08079,2011,0.55,128.88
08079,2012,-10.00,115.99
08079,2013,9.18,126.64
08079,2014,-8.49,115.89
08079,2015,17.03,135.63
08079,2016,.,.
08079,2017,.,.
08079,2018,.,.
08079,2019,.,141.49
08079,2020,26.47,178.94
08081,1979,.,100.00
08081,1980,-0.37,99.63
08081,1981,.,.
08081,1982,.,.
08081,1983,.,.
08081,1984,.,.
08081,1985,.,.
08081,1986,.,102.14
08081,1987,-19.41,82.31
08081,1988,-21.19,64.87
08081,1989,-5.05,61.60
08081,1990,.,.
08081,1991,.,89.56
08081,1992,5.10,94.13
08081,1993,7.07,100.78
08081,1994,13.59,114.48
08081,1995,11.94,128.16
08081,1996,3.92,133.18
08081,1997,4.86,139.65
08081,1998,6.23,148.35
08081,1999,5.28,156.18
08081,2000,7.08,167.24
08081,2001,6.76,178.55
08081,2002,5.62,188.58
08081,2003,2.89,194.03
08081,2004,6.83,207.28
08081,2005,7.97,223.80
08081,2006,13.88,254.86
08081,2007,12.50,286.72
08081,2008,6.05,304.07
08081,2009,-5.07,288.67
08081,2010,-5.86,271.76
08081,2011,-7.88,250.36
08081,2012,-4.83,238.26
08081,2013,2.49,244.20
08081,2014,-4.44,233.36
08081,2015,3.87,242.40
08081,2016,1.67,246.46
08081,2017,1.59,250.38
08081,2018,8.20,270.92
08081,2019,5.41,285.58
08081,2020,1.63,290.23
08083,1977,.,100.00
08083,1978,17.49,117.49
08083,1979,-2.44,114.63
08083,1980,27.11,145.70
08083,1981,.,.
08083,1982,.,149.57
08083,1983,22.24,182.83
08083,1984,3.39,189.03
08083,1985,-8.61,172.75
08083,1986,0.27,173.21
08083,1987,5.52,182.77
08083,1988,.,.
08083,1989,.,178.60
08083,1990,-2.84,173.53
08083,1991,0.07,173.65
08083,1992,11.68,193.92
08083,1993,8.63,210.67
08083,1994,8.82,229.26
08083,1995,15.67,265.18
08083,1996,6.16,281.51
08083,1997,3.61,291.66
08083,1998,4.11,303.66
08083,1999,0.21,304.28
08083,2000,4.86,319.06
08083,2001,3.17,329.18
08083,2002,1.72,334.83
08083,2003,3.80,347.56
08083,2004,5.96,368.28
08083,2005,14.88,423.07
08083,2006,12.61,476.43
08083,2007,6.27,506.28
08083,2008,2.16,517.21
08083,2009,-3.57,498.75
08083,2010,-5.33,472.15
08083,2011,-6.82,439.94
08083,2012,-3.78,423.33
08083,2013,0.50,425.43
08083,2014,4.19,443.27
08083,2015,0.17,444.04
08083,2016,7.73,478.37
08083,2017,1.85,487.19
08083,2018,7.36,523.03
08083,2019,5.36,551.06
08083,2020,5.39,580.74
08085,1979,.,100.00
08085,1980,12.45,112.45
08085,1981,19.91,134.85
08085,1982,-13.18,117.07
08085,1983,-0.50,116.49
08085,1984,-6.76,108.62
08085,1985,6.62,115.80
08085,1986,0.36,116.22
08085,1987,-0.31,115.86
08085,1988,-0.26,115.55
08085,1989,6.63,123.22
08085,1990,1.64,125.24
08085,1991,5.52,132.15
08085,1992,5.49,139.41
08085,1993,13.58,158.34
08085,1994,14.76,181.71
08085,1995,9.72,199.37
08085,1996,4.21,207.76
08085,1997,2.90,213.80
08085,1998,4.30,222.99
08085,1999,2.14,227.75
08085,2000,5.45,240.17
08085,2001,4.93,252.01
08085,2002,4.17,262.51
08085,2003,3.66,272.13
08085,2004,8.63,295.62
08085,2005,10.91,327.87
08085,2006,12.41,368.55
08085,2007,4.51,385.17
08085,2008,1.83,392.20
08085,2009,-3.27,379.38
08085,2010,-8.10,348.65
08085,2011,-7.93,321.01
08085,2012,-5.89,302.12
08085,2013,1.58,306.89
08085,2014,2.68,315.13
08085,2015,8.04,340.45
08085,2016,3.72,353.13
08085,2017,8.45,382.97
08085,2018,8.62,415.98
08085,2019,7.09,445.49
08085,2020,5.23,468.80
08087,1979,.,100.00
08087,1980,24.34,124.34
08087,1981,.,.
08087,1982,.,.
08087,1983,.,.
08087,1984,.,.
08087,1985,.,.
08087,1986,.,.
08087,1987,.,119.48
08087,1988,-14.85,101.74
08087,1989,25.75,127.94
08087,1990,.,.
08087,1991,.,124.77
08087,1992,-6.30,116.92
08087,1993,11.89,130.82
08087,1994,7.50,140.63
08087,1995,16.76,164.19
08087,1996,7.02,175.72
08087,1997,4.18,183.06
08087,1998,5.40,192.95
08087,1999,5.33,203.23
08087,2000,1.86,207.02
08087,2001,5.70,218.81
08087,2002,7.74,235.75
08087,2003,2.31,241.21
08087,2004,3.99,250.83
08087,2005,5.70,265.13
08087,2006,3.83,275.28
08087,2007,2.11,281.08
08087,2008,-4.28,269.06
08087,2009,-4.88,255.93
08087,2010,-3.43,247.17
08087,2011,-1.76,242.80
08087,2012,6.66,258.96
08087,2013,0.88,261.25
08087,2014,8.74,284.08
08087,2015,6.81,303.44
08087,2016,8.58,329.47
08087,2017,9.73,361.51
08087,2018,11.18,401.93
08087,2019,7.79,433.22
08087,2020,2.84,445.54
08089,1977,.,100.00
08089,1978,19.30,119.30
08089,1979,14.65,136.78
08089,1980,20.80,165.22
08089,1981,.,.
08089,1982,.,.
08089,1983,.,.
08089,1984,.,.
08089,1985,.,168.06
08089,1986,18.64,199.38
08089,1987,-2.37,194.66
08089,1988,-9.41,176.34
08089,1989,-15.39,149.21
08089,1990,19.92,178.93
08089,1991,0.58,179.97
08089,1992,6.93,192.43
08089,1993,1.58,195.48
08089,1994,5.60,206.43
08089,1995,14.54,236.45
08089,1996,7.99,255.35
08089,1997,5.84,270.25
08089,1998,6.35,287.43
08089,1999,1.93,292.98
08089,2000,6.21,311.17
08089,2001,3.22,321.20
08089,2002,5.83,339.92
08089,2003,1.31,344.37
08089,2004,0.85,347.30
08089,2005,-0.25,346.43
08089,2006,3.72,359.33
08089,2007,-1.24,354.89
08089,2008,1.21,359.20
08089,2009,0.99,362.77
08089,2010,-6.49,339.24
08089,2011,-1.41,334.45
08089,2012,3.71,346.84
08089,2013,-1.39,342.01
08089,2014,-0.20,341.35
08089,2015,6.95,365.07
08089,2016,4.10,380.03
08089,2017,6.26,403.80
08089,2018,7.62,434.57
08089,2019,8.04,469.49
08089,2020,9.83,515.65
08091,1992,.,100.00
08091,1993,10.81,110.81
08091,1994,14.74,127.15
08091,1995,11.22,141.42
08091,1996,5.57,149.30
08091,1997,8.18,161.52
08091,1998,2.33,165.29
08091,1999,-0.35,164.70
08091,2000,3.75,170.88
08091,2001,4.91,179.27
08091,2002,5.53,189.17
08091,2003,1.94,192.84
08091,2004,7.30,206.91
08091,2005,14.11,236.11
08091,2006,14.16,269.53
08091,2007,5.99,285.68
08091,2008,-4.97,271.49
08091,2009,-2.84,263.79
08091,2010,-11.69,232.95
08091,2011,-6.36,218.14
08091,2012,-6.00,205.04
08091,2013,-2.33,200.26
08091,2014,6.06,212.39
08091,2015,-1.34,209.54
08091,2016,15.22,241.44
08091,2017,2.73,248.03
08091,2018,11.47,276.48
08091,2019,6.81,295.31
08091,2020,3.27,304.98
08093,1979,.,100.00
08093,1980,4.96,104.96
08093,1981,10.90,116.40
08093,1982,-5.67,109.80
08093,1983,12.12,123.10
08093,1984,6.41,130.99
08093,1985,-9.38,118.71
08093,1986,3.91,123.35
08093,1987,3.14,127.22
08093,1988,-5.83,119.81
08093,1989,2.77,123.13
08093,1990,-0.75,122.21
08093,1991,5.20,128.57
08093,1992,8.05,138.91
08093,1993,12.19,155.85
08093,1994,13.49,176.88
08093,1995,14.88,203.20
08093,1996,3.33,209.96
08093,1997,6.26,223.11
08093,1998,5.34,235.01
08093,1999,8.53,255.07
08093,2000,10.49,281.82
08093,2001,7.93,304.17
08093,2002,4.95,319.24
08093,2003,0.73,321.58
08093,2004,2.02,328.07
08093,2005,4.30,342.19
08093,2006,2.74,351.56
08093,2007,0.91,354.76
08093,2008,-0.73,352.16
08093,2009,-4.06,337.86
08093,2010,-6.04,317.45
08093,2011,-3.69,305.74
08093,2012,0.99,308.77
08093,2013,2.42,316.25
08093,2014,6.08,335.48
08093,2015,10.49,370.67
08093,2016,9.82,407.08
08093,2017,11.28,453.02
08093,2018,9.99,498.27
08093,2019,3.51,515.77
08093,2020,5.02,541.65
08095,1997,.,100.00
08095,1998,0.82,100.82
08095,1999,6.36,107.24
08095,2000,3.19,110.66
08095,2001,3.78,114.84
08095,2002,4.30,119.78
08095,2003,1.72,121.83
08095,2004,6.71,130.01
08095,2005,-1.65,127.85
08095,2006,6.13,135.69
08095,2007,2.73,139.40
08095,2008,-1.74,136.98
08095,2009,3.73,142.08
08095,2010,-3.65,136.90
08095,2011,1.22,138.57
08095,2012,4.58,144.92
08095,2013,3.52,150.03
08095,2014,-8.23,137.67
08095,2015,18.13,162.64
08095,2016,7.07,174.14
08095,2017,-0.18,173.82
08095,2018,12.94,196.32
08095,2019,1.54,199.33
08095,2020,6.17,211.64
08097,1986,.,100.00
08097,1987,3.93,103.93
08097,1988,18.47,123.12
08097,1989,11.10,136.79
08097,1990,16.60,159.50
08097,1991,-1.14,157.68
08097,1992,8.03,170.35
08097,1993,5.35,179.45
08097,1994,4.28,187.14
08097,1995,15.29,215.76
08097,1996,5.22,227.03
08097,1997,12.63,255.71
08097,1998,-0.24,255.11
08097,1999,12.87,287.94
08097,2000,5.64,304.19
08097,2001,9.99,334.58
08097,2002,4.66,350.18
08097,2003,-0.12,349.75
08097,2004,4.15,364.27
08097,2005,2.37,372.89
08097,2006,14.27,426.12
08097,2007,15.35,491.54
08097,2008,13.26,556.74
08097,2009,-12.68,486.17
08097,2010,-4.29,465.33
08097,2011,-11.64,411.16
08097,2012,-5.16,389.96
08097,2013,-3.95,374.55
08097,2014,9.73,410.99
08097,2015,4.75,430.53
08097,2016,1.70,437.87
08097,2017,19.85,524.80
08097,2018,-1.08,519.14
08097,2019,4.54,542.74
08097,2020,6.70,579.09
08099,1986,.,100.00
08099,1987,-0.24,99.76
08099,1988,.,.
08099,1989,.,95.52
08099,1990,3.46,98.82
08099,1991,-0.30,98.53
08099,1992,2.81,101.30
08099,1993,1.47,102.79
08099,1994,-0.41,102.37
08099,1995,12.50,115.16
08099,1996,20.05,138.25
08099,1997,-1.53,136.14
08099,1998,1.16,137.72
08099,1999,12.09,154.37
08099,2000,4.07,160.66
08099,2001,-0.31,160.17
08099,2002,-0.65,159.13
08099,2003,1.05,160.79
08099,2004,4.67,168.31
08099,2005,9.36,184.06
08099,2006,-7.19,170.82
08099,2007,8.63,185.56
08099,2008,-6.99,172.60
08099,2009,7.90,186.23
08099,2010,-0.75,184.83
08099,2011,4.87,193.82
08099,2012,-8.11,178.11
08099,2013,6.02,188.84
08099,2014,0.06,188.95
08099,2015,3.49,195.55
08099,2016,6.46,208.19
08099,2017,-3.56,200.77
08099,2018,21.24,243.41
08099,2019,5.24,256.16
08099,2020,7.97,276.58
08101,1975,.,100.00
08101,1976,10.23,110.23
08101,1977,7.60,118.61
08101,1978,13.94,135.14
08101,1979,14.08,154.17
08101,1980,8.15,166.73
08101,1981,-1.00,165.06
08101,1982,1.54,167.60
08101,1983,2.62,172.00
08101,1984,-2.99,166.86
08101,1985,6.55,177.79
08101,1986,5.37,187.35
08101,1987,3.37,193.66
08101,1988,-1.10,191.53
08101,1989,2.47,196.26
08101,1990,1.13,198.48
08101,1991,2.61,203.66
08101,1992,3.18,210.13
08101,1993,4.55,219.69
08101,1994,8.88,239.19
08101,1995,11.42,266.51
08101,1996,7.49,286.47
08101,1997,4.93,300.59
08101,1998,4.82,315.08
08101,1999,3.82,327.12
08101,2000,3.98,340.15
08101,2001,5.08,357.44
08101,2002,3.14,368.65
08101,2003,1.53,374.30
08101,2004,3.36,386.87
08101,2005,3.32,399.72
08101,2006,3.47,413.57
08101,2007,0.79,416.82
08101,2008,-4.38,398.55
08101,2009,-1.40,392.97
08101,2010,-2.92,381.49
08101,2011,-3.33,368.78
08101,2012,-1.96,361.54
08101,2013,0.23,362.39
08101,2014,3.29,374.32
08101,2015,6.82,399.83
08101,2016,6.00,423.83
08101,2017,8.70,460.71
08101,2018,11.16,512.10
08101,2019,7.12,548.57
08101,2020,6.96,586.75
08103,1992,.,100.00
08103,1993,9.33,109.33
08103,1994,-6.68,102.03
08103,1995,11.61,113.87
08103,1996,6.00,120.70
08103,1997,1.93,123.03
08103,1998,7.25,131.95
08103,1999,2.99,135.90
08103,2000,4.11,141.49
08103,2001,7.88,152.63
08103,2002,3.62,158.16
08103,2003,3.98,164.47
08103,2004,7.34,176.54
08103,2005,8.89,192.24
08103,2006,18.20,227.22
08103,2007,14.33,259.78
08103,2008,2.26,265.66
08103,2009,0.67,267.45
08103,2010,-3.29,258.66
08103,2011,-0.84,256.47
08103,2012,-2.49,250.10
08103,2013,-3.03,242.51
08103,2014,-3.09,235.03
08103,2015,-1.77,230.86
08103,2016,-0.61,229.45
08103,2017,5.72,242.57
08103,2018,2.56,248.78
08103,2019,4.36,259.63
08103,2020,3.80,269.48
08105,1993,.,100.00
08105,1994,3.22,103.22
08105,1995,11.17,114.75
08105,1996,1.36,116.31
08105,1997,12.73,131.12
08105,1998,6.28,139.34
08105,1999,4.72,145.92
08105,2000,5.47,153.90
08105,2001,8.55,167.06
08105,2002,3.71,173.25
08105,2003,2.70,177.92
08105,2004,6.71,189.87
08105,2005,1.11,191.98
08105,2006,14.37,219.57
08105,2007,-3.13,212.69
08105,2008,-1.03,210.49
08105,2009,3.68,218.24
08105,2010,-4.90,207.55
08105,2011,2.36,212.45
08105,2012,-4.82,202.21
08105,2013,0.85,203.92
08105,2014,2.87,209.77
08105,2015,5.04,220.35
08105,2016,1.31,223.24
08105,2017,1.63,226.87
08105,2018,8.46,246.06
08105,2019,5.66,259.98
08105,2020,8.16,281.21
08107,1986,.,100.00
08107,1987,1.83,101.83
08107,1988,-0.20,101.63
08107,1989,10.08,111.87
08107,1990,9.34,122.32
08107,1991,10.21,134.81
08107,1992,7.15,144.44
08107,1993,10.06,158.98
08107,1994,14.56,182.12
08107,1995,13.60,206.89
08107,1996,6.33,219.98
08107,1997,2.92,226.40
08107,1998,4.79,237.25
08107,1999,10.37,261.86
08107,2000,13.18,296.37
08107,2001,5.09,311.44
08107,2002,6.02,330.19
08107,2003,1.53,335.25
08107,2004,7.80,361.39
08107,2005,10.81,400.46
08107,2006,15.03,460.63
08107,2007,16.08,534.68
08107,2008,6.26,568.14
08107,2009,-4.99,539.79
08107,2010,-15.89,454.04
08107,2011,-10.49,406.43
08107,2012,-3.01,394.18
08107,2013,3.58,408.29
08107,2014,4.87,428.19
08107,2015,5.07,449.88
08107,2016,9.39,492.12
08107,2017,6.47,523.94
08107,2018,8.25,567.18
08107,2019,2.91,583.71
08107,2020,5.93,618.31
08109,2003,.,100.00
08109,2004,12.64,112.64
08109,2005,12.58,126.81
08109,2006,0.07,126.90
08109,2007,-2.44,123.81
08109,2008,0.30,124.18
08109,2009,0.17,124.39
08109,2010,-3.29,120.30
08109,2011,-20.30,95.88
08109,2012,16.77,111.96
08109,2013,-2.04,109.68
08109,2014,.,.
08109,2015,.,125.60
08109,2016,9.15,137.09
08109,2017,14.67,157.19
08109,2018,-17.18,130.19
08109,2019,30.00,169.25
08109,2020,-13.88,145.76
08111,2003,.,100.00
08111,2004,18.49,118.49
08111,2005,15.86,137.28
08111,2006,6.14,145.72
08111,2007,11.04,161.81
08111,2008,-5.95,152.18
08111,2009,-11.01,135.43
08111,2010,-0.36,134.94
08111,2011,.,.
08111,2012,.,105.40
08111,2013,-3.49,101.72
08111,2014,15.59,117.58
08111,2015,11.71,131.35
08111,2016,-7.32,121.73
08111,2017,9.12,132.83
08111,2018,4.18,138.38
08111,2019,8.47,150.11
08111,2020,-4.68,143.08
08113,1993,.,100.00
08113,1994,12.26,112.26
08113,1995,6.52,119.58
08113,1996,3.35,123.59
08113,1997,1.98,126.03
08113,1998,-6.38,117.99
08113,1999,6.38,125.51
08113,2000,6.65,133.85
08113,2001,4.08,139.31
08113,2002,7.15,149.27
08113,2003,1.62,151.69
08113,2004,8.82,165.08
08113,2005,9.69,181.08
08113,2006,11.03,201.05
08113,2007,7.71,216.55
08113,2008,0.81,218.30
08113,2009,-9.35,197.88
08113,2010,0.99,199.84
08113,2011,-12.35,175.15
08113,2012,-11.10,155.71
08113,2013,11.88,174.21
08113,2014,-12.59,152.28
08113,2015,9.45,166.67
08113,2016,18.43,197.38
08113,2017,-4.45,188.61
08113,2018,9.22,206.00
08113,2019,13.86,234.54
08113,2020,0.89,236.64
08115,2002,.,100.00
08115,2003,-2.38,97.62
08115,2004,1.57,99.15
08115,2005,16.63,115.64
08115,2006,-7.44,107.03
08115,2007,6.61,114.11
08115,2008,-7.61,105.43
08115,2009,-5.08,100.07
08115,2010,-0.86,99.21
08115,2011,5.94,105.10
08115,2012,.,.
08115,2013,.,100.45
08115,2014,25.17,125.74
08115,2015,.,.
08115,2016,.,137.72
08115,2017,.,.
08115,2018,.,145.04
08115,2019,8.31,157.09
08115,2020,-2.46,153.23
08117,1979,.,100.00
08117,1980,20.85,120.85
08117,1981,21.20,146.47
08117,1982,-0.61,145.57
08117,1983,-4.00,139.75
08117,1984,-10.46,125.13
08117,1985,4.69,131.00
08117,1986,3.08,135.03
08117,1987,-0.86,133.87
08117,1988,-2.58,130.41
08117,1989,6.31,138.65
08117,1990,7.25,148.70
08117,1991,9.58,162.95
08117,1992,1.63,165.60
08117,1993,7.43,177.90
08117,1994,15.55,205.55
08117,1995,11.77,229.76
08117,1996,5.27,241.86
08117,1997,7.52,260.03
08117,1998,6.83,277.79
08117,1999,8.26,300.74
08117,2000,11.52,335.39
08117,2001,6.47,357.08
08117,2002,2.94,367.58
08117,2003,1.38,372.66
08117,2004,4.83,390.64
08117,2005,9.61,428.19
08117,2006,13.12,484.36
08117,2007,8.65,526.23
08117,2008,6.11,558.39
08117,2009,-4.33,534.23
08117,2010,-7.34,495.01
08117,2011,-6.16,464.54
08117,2012,0.63,467.46
08117,2013,0.65,470.48
08117,2014,8.72,511.50
08117,2015,4.38,533.91
08117,2016,9.65,585.41
08117,2017,8.52,635.31
08117,2018,11.58,708.88
08117,2019,5.85,750.33
08117,2020,1.60,762.30
08119,1984,.,100.00
08119,1985,5.64,105.64
08119,1986,4.38,110.27
08119,1987,0.10,110.38
08119,1988,-2.18,107.98
08119,1989,-2.86,104.90
08119,1990,0.62,105.55
08119,1991,2.76,108.47
08119,1992,8.41,117.60
08119,1993,7.87,126.85
08119,1994,11.76,141.77
08119,1995,9.76,155.60
08119,1996,8.33,168.56
08119,1997,5.49,177.81
08119,1998,3.28,183.64
08119,1999,3.43,189.93
08119,2000,5.74,200.83
08119,2001,7.91,216.72
08119,2002,4.10,225.60
08119,2003,2.40,231.00
08119,2004,3.25,238.52
08119,2005,7.13,255.52
08119,2006,5.11,268.58
08119,2007,4.29,280.10
08119,2008,-4.98,266.16
08119,2009,-2.43,259.69
08119,2010,-6.16,243.70
08119,2011,-1.50,240.04
08119,2012,-0.97,237.70
08119,2013,4.18,247.64
08119,2014,3.25,255.69
08119,2015,6.80,273.07
08119,2016,5.77,288.82
08119,2017,8.35,312.93
08119,2018,10.99,347.32
08119,2019,5.55,366.58
08119,2020,4.97,384.80
08121,1998,.,100.00
08121,1999,5.18,105.18
08121,2000,-0.75,104.38
08121,2001,6.87,111.55
08121,2002,1.01,112.67
08121,2003,8.99,122.80
08121,2004,-5.53,116.02
08121,2005,10.44,128.13
08121,2006,6.53,136.50
08121,2007,0.65,137.39
08121,2008,-8.51,125.70
08121,2009,8.21,136.03
08121,2010,-10.61,121.59
08121,2011,1.94,123.94
08121,2012,-4.03,118.95
08121,2013,8.70,129.29
08121,2014,7.93,139.55
08121,2015,20.25,167.81
08121,2016,-1.66,165.02
08121,2017,9.12,180.07
08121,2018,9.16,196.56
08121,2019,14.20,224.46
08121,2020,0.63,225.88
08123,1975,.,100.00
08123,1976,10.73,110.73
08123,1977,15.28,127.65
08123,1978,11.82,142.74
08123,1979,13.16,161.52
08123,1980,8.05,174.52
08123,1981,-0.50,173.64
08123,1982,12.29,194.99
08123,1983,3.87,202.54
08123,1984,-0.69,201.14
08123,1985,6.72,214.65
08123,1986,3.70,222.59
08123,1987,0.15,222.92
08123,1988,-5.63,210.36
08123,1989,1.23,212.95
08123,1990,2.43,218.13
08123,1991,2.28,223.11
08123,1992,6.35,237.28
08123,1993,10.16,261.37
08123,1994,10.58,289.02
08123,1995,11.38,321.90
08123,1996,5.60,339.93
08123,1997,5.33,358.06
08123,1998,5.15,376.49
08123,1999,5.07,395.59
08123,2000,8.27,428.30
08123,2001,8.84,466.18
08123,2002,5.67,492.63
08123,2003,1.66,500.83
08123,2004,1.61,508.89
08123,2005,2.98,524.05
08123,2006,-0.34,522.29
08123,2007,-3.85,502.19
08123,2008,-5.90,472.57
08123,2009,-1.78,464.16
08123,2010,-3.71,446.95
08123,2011,-1.44,440.52
08123,2012,1.68,447.94
08123,2013,5.88,474.27
08123,2014,12.05,531.44
08123,2015,11.08,590.35
08123,2016,11.04,655.52
08123,2017,10.15,722.07
08123,2018,9.42,790.06
08123,2019,4.87,828.52
08123,2020,2.91,852.66
08125,1993,.,100.00
08125,1994,4.69,104.69
08125,1995,22.24,127.97
08125,1996,4.78,134.09
08125,1997,3.14,138.30
08125,1998,4.62,144.69
08125,1999,-1.96,141.86
08125,2000,7.20,152.07
08125,2001,9.23,166.11
08125,2002,2.11,169.61
08125,2003,4.40,177.07
08125,2004,4.56,185.15
08125,2005,-0.87,183.54
08125,2006,11.54,204.72
08125,2007,-1.39,201.87
08125,2008,5.00,211.97
08125,2009,-3.18,205.23
08125,2010,0.46,206.18
08125,2011,4.43,215.31
08125,2012,1.10,217.68
08125,2013,3.23,224.71
08125,2014,4.03,233.77
08125,2015,-0.96,231.54
08125,2016,9.55,253.64
08125,2017,3.21,261.79
08125,2018,5.15,275.29
08125,2019,5.38,290.09
08125,2020,3.68,300.76
09001,1975,.,100.00
09001,1976,9.39,109.39
09001,1977,4.24,114.03
09001,1978,18.66,135.31
09001,1979,14.11,154.41
09001,1980,6.06,163.77
09001,1981,10.48,180.93
09001,1982,2.60,185.64
09001,1983,5.09,195.08
09001,1984,16.83,227.92
09001,1985,19.38,272.09
09001,1986,24.63,339.12
09001,1987,15.85,392.88
09001,1988,1.67,399.45
09001,1989,-2.35,390.07
09001,1990,-5.33,369.28
09001,1991,-4.48,352.75
09001,1992,0.40,354.15
09001,1993,-1.06,350.38
09001,1994,-0.67,348.04
09001,1995,0.97,351.43
09001,1996,2.24,359.31
09001,1997,2.26,367.44
09001,1998,5.25,386.73
09001,1999,6.59,412.20
09001,2000,12.62,464.24
09001,2001,8.85,505.31
09001,2002,9.00,550.81
09001,2003,5.95,583.61
09001,2004,11.22,649.10
09001,2005,13.94,739.61
09001,2006,5.40,779.51
09001,2007,-1.33,769.12
09001,2008,-4.27,736.31
09001,2009,-8.87,671.02
09001,2010,-5.00,637.46
09001,2011,-3.35,616.13
09001,2012,-2.64,599.84
09001,2013,-0.32,597.90
09001,2014,1.34,605.92
09001,2015,1.74,616.45
09001,2016,0.25,617.98
09001,2017,0.92,623.66
09001,2018,1.52,633.12
09001,2019,0.82,638.29
09001,2020,2.98,657.31
09003,1975,.,100.00
09003,1976,8.54,108.54
09003,1977,2.70,111.47
09003,1978,16.33,129.67
09003,1979,24.14,160.98
09003,1980,9.13,175.68
09003,1981,3.50,181.83
09003,1982,4.62,190.23
09003,1983,5.39,200.49
09003,1984,10.24,221.02
09003,1985,11.42,246.27
09003,1986,15.00,283.20
09003,1987,22.91,348.10
09003,1988,17.57,409.24
09003,1989,-0.27,408.14
09003,1990,-4.92,388.08
09003,1991,-5.46,366.91
09003,1992,-3.08,355.60
09003,1993,-3.93,341.62
09003,1994,-3.00,331.38
09003,1995,-2.62,322.70
09003,1996,0.12,323.08
09003,1997,-0.10,322.74
09003,1998,3.98,335.60
09003,1999,4.22,349.77
09003,2000,8.01,377.79
09003,2001,6.60,402.74
09003,2002,7.57,433.25
09003,2003,5.18,455.68
09003,2004,9.61,499.50
09003,2005,10.91,553.97
09003,2006,5.30,583.32
09003,2007,1.16,590.08
09003,2008,-2.77,573.75
09003,2009,-5.26,543.55
09003,2010,-2.70,528.88
09003,2011,-3.10,512.48
09003,2012,-2.70,498.67
09003,2013,-0.54,496.00
09003,2014,-0.12,495.41
09003,2015,0.90,499.85
09003,2016,-0.13,499.19
09003,2017,1.22,505.29
09003,2018,0.88,509.73
09003,2019,1.63,518.05
09003,2020,3.28,535.04
09005,1975,.,100.00
09005,1976,-0.58,99.42
09005,1977,7.02,106.39
09005,1978,19.68,127.33
09005,1979,17.93,150.16
09005,1980,15.34,173.20
09005,1981,2.10,176.83
09005,1982,3.38,182.80
09005,1983,1.52,185.57
09005,1984,14.85,213.14
09005,1985,10.51,235.53
09005,1986,21.86,287.02
09005,1987,23.57,354.68
09005,1988,9.52,388.44
09005,1989,0.87,391.83
09005,1990,-5.78,369.19
09005,1991,-3.86,354.94
09005,1992,-3.33,343.12
09005,1993,-2.07,336.03
09005,1994,-1.22,331.92
09005,1995,0.28,332.85
