STCOFIPS,Year,Annual Change (%),HPI
01001,1986,.,100.00
01001,1987,-2.53,97.47
01001,1988,3.73,101.10
01001,1989,4.29,105.43
01001,1990,-0.51,104.90
01001,1991,2.82,107.85
01001,1992,2.90,110.98
01001,1993,3.61,114.99
01001,1994,4.26,119.88
01001,1995,3.59,124.19
01001,1996,2.60,127.42
01001,1997,3.46,131.83
01001,1998,3.47,136.40
01001,1999,1.61,138.59
01001,2000,2.26,141.73
01001,2001,3.64,146.89
01001,2002,2.57,150.66
01001,2003,1.84,153.44
01001,2004,2.65,157.51
01001,2005,7.20,168.85
01001,2006,7.57,181.63
01001,2007,4.44,189.69
01001,2008,0.18,190.03
01001,2009,-2.15,185.95
01001,2010,-2.97,180.43
01001,2011,-2.23,176.41
01001,2012,-3.03,171.07
01001,2013,0.66,172.20
01001,2014,-0.14,171.96
01001,2015,1.27,174.14
01001,2016,2.13,177.85
01001,2017,3.00,183.19
01001,2018,0.81,184.68
01001,2019,3.83,191.76
01001,2020,0.41,192.54
01003,1977,.,100.00
01003,1978,1.62,101.62
01003,1979,4.40,106.09
01003,1980,21.27,128.66
01003,1981,-15.51,108.70
01003,1982,1.44,110.27
01003,1983,26.49,139.48
01003,1984,-2.88,135.46
01003,1985,1.65,137.70
01003,1986,-1.21,136.03
01003,1987,0.51,136.72
01003,1988,0.52,137.43
01003,1989,3.06,141.64
01003,1990,2.60,145.32
01003,1991,3.17,149.92
01003,1992,4.18,156.20
01003,1993,8.35,169.24
01003,1994,7.18,181.38
01003,1995,7.91,195.72
01003,1996,3.36,202.29
01003,1997,6.60,215.65
01003,1998,4.38,225.09
01003,1999,2.88,231.58
01003,2000,3.46,239.60
01003,2001,4.69,250.83
01003,2002,1.60,254.85
01003,2003,3.39,263.49
01003,2004,4.58,275.56
01003,2005,16.09,319.91
01003,2006,16.85,373.82
01003,2007,2.30,382.42
01003,2008,-4.50,365.22
01003,2009,-7.61,337.41
01003,2010,-12.18,296.32
01003,2011,-6.22,277.88
01003,2012,0.31,278.74
01003,2013,1.13,281.87
01003,2014,8.92,307.02
01003,2015,3.83,318.77
01003,2016,5.25,335.50
01003,2017,4.64,351.07
01003,2018,6.28,373.10
01003,2019,6.23,396.35
01003,2020,4.53,414.31
01005,1985,.,100.00
01005,1986,5.58,105.58
01005,1987,-1.08,104.44
01005,1988,8.54,113.36
01005,1989,0.25,113.64
01005,1990,-2.25,111.09
01005,1991,3.19,114.63
01005,1992,4.88,120.22
01005,1993,3.76,124.74
01005,1994,2.09,127.34
01005,1995,8.02,137.56
01005,1996,6.20,146.08
01005,1997,6.65,155.79
01005,1998,4.91,163.44
01005,1999,2.02,166.73
01005,2000,5.76,176.34
01005,2001,6.27,187.39
01005,2002,0.63,188.57
01005,2003,-0.10,188.39
01005,2004,-0.25,187.92
01005,2005,7.36,201.74
01005,2006,9.27,220.45
01005,2007,5.85,233.33
01005,2008,2.90,240.11
01005,2009,-2.83,233.31
01005,2010,-4.42,222.99
01005,2011,-1.47,219.72
01005,2012,-1.40,216.65
01005,2013,-2.77,210.64
01005,2014,-6.80,196.32
01005,2015,5.92,207.95
01005,2016,-1.24,205.37
01005,2017,3.00,211.54
01005,2018,-1.55,208.25
01005,2019,-1.26,205.62
01005,2020,6.12,218.20
01007,1998,.,100.00
01007,1999,10.94,110.94
01007,2000,-0.65,110.22
01007,2001,5.92,116.75
01007,2002,3.80,121.19
01007,2003,0.98,122.37
01007,2004,1.37,124.05
01007,2005,6.67,132.32
01007,2006,7.93,142.82
01007,2007,-0.02,142.79
01007,2008,2.61,146.53
01007,2009,-2.31,143.15
01007,2010,-5.60,135.13
01007,2011,2.36,138.32
01007,2012,-1.31,136.51
01007,2013,-4.27,130.68
01007,2014,6.72,139.46
01007,2015,-5.60,131.65
01007,2016,3.95,136.84
01007,2017,2.09,139.70
01007,2018,6.90,149.34
01007,2019,4.85,156.59
01007,2020,3.29,161.74
01009,1992,.,100.00
01009,1993,-1.69,98.31
01009,1994,10.06,108.20
01009,1995,5.52,114.18
01009,1996,6.61,121.72
01009,1997,1.33,123.34
01009,1998,5.83,130.54
01009,1999,4.61,136.55
01009,2000,2.66,140.19
01009,2001,4.21,146.10
01009,2002,1.61,148.44
01009,2003,2.09,151.54
01009,2004,2.36,155.12
01009,2005,6.59,165.35
01009,2006,5.31,174.12
01009,2007,0.85,175.60
01009,2008,2.90,180.70
01009,2009,-1.51,177.97
01009,2010,-5.30,168.54
01009,2011,-3.12,163.29
01009,2012,-2.23,159.65
01009,2013,1.12,161.43
01009,2014,0.29,161.89
01009,2015,1.64,164.54
01009,2016,1.31,166.71
01009,2017,5.37,175.65
01009,2018,2.57,180.17
01009,2019,3.81,187.03
01009,2020,4.04,194.60
01013,1993,.,100.00
01013,1994,8.58,108.58
01013,1995,-1.53,106.92
01013,1996,12.48,120.26
01013,1997,-1.05,119.00
01013,1998,11.71,132.94
01013,1999,0.81,134.01
01013,2000,0.42,134.57
01013,2001,-0.71,133.63
01013,2002,4.40,139.51
01013,2003,1.75,141.95
01013,2004,5.08,149.17
01013,2005,8.11,161.26
01013,2006,0.15,161.51
01013,2007,8.34,174.98
01013,2008,2.44,179.25
01013,2009,-3.60,172.80
01013,2010,-3.91,166.04
01013,2011,-5.30,157.24
01013,2012,2.83,161.69
01013,2013,-1.55,159.18
01013,2014,4.64,166.57
01013,2015,-4.74,158.67
01013,2016,0.19,158.97
01013,2017,2.87,163.53
01013,2018,4.84,171.44
01013,2019,-2.83,166.59
01013,2020,4.32,173.79
01015,1977,.,100.00
01015,1978,5.69,105.69
01015,1979,19.66,126.47
01015,1980,3.82,131.30
01015,1981,4.54,137.26
01015,1982,-4.99,130.41
01015,1983,11.01,144.76
01015,1984,8.77,157.45
01015,1985,-3.08,152.61
01015,1986,4.60,159.62
01015,1987,3.74,165.60
01015,1988,-4.61,157.97
01015,1989,2.07,161.24
01015,1990,2.46,165.20
01015,1991,0.36,165.80
01015,1992,1.98,169.08
01015,1993,2.19,172.78
01015,1994,4.29,180.20
01015,1995,1.88,183.59
01015,1996,2.74,188.61
01015,1997,6.71,201.27
01015,1998,3.49,208.30
01015,1999,1.31,211.04
01015,2000,3.01,217.38
01015,2001,6.08,230.61
01015,2002,3.08,237.70
01015,2003,3.12,245.11
01015,2004,2.70,251.73
01015,2005,5.48,265.52
01015,2006,5.95,281.31
01015,2007,3.92,292.35
01015,2008,1.68,297.27
01015,2009,-1.81,291.87
01015,2010,-4.59,278.48
01015,2011,-3.89,267.66
01015,2012,-1.36,264.01
01015,2013,-0.62,262.36
01015,2014,-0.61,260.74
01015,2015,0.15,261.14
01015,2016,3.15,269.37
01015,2017,1.35,273.01
01015,2018,3.72,283.17
01015,2019,4.70,296.49
01015,2020,3.43,306.65
01017,1986,.,100.00
01017,1987,12.66,112.66
01017,1988,14.39,128.87
01017,1989,-3.12,124.85
01017,1990,-6.82,116.33
01017,1991,4.37,121.41
01017,1992,0.01,121.43
01017,1993,0.09,121.53
01017,1994,3.59,125.89
01017,1995,2.92,129.57
01017,1996,0.78,130.58
01017,1997,6.09,138.54
01017,1998,3.90,143.94
01017,1999,3.33,148.74
01017,2000,5.29,156.61
01017,2001,4.72,164.00
01017,2002,1.63,166.67
01017,2003,0.95,168.25
01017,2004,2.09,171.77
01017,2005,6.88,183.59
01017,2006,9.10,200.30
01017,2007,2.21,204.72
01017,2008,2.74,210.33
01017,2009,-2.25,205.59
01017,2010,-6.46,192.30
01017,2011,-3.64,185.30
01017,2012,-1.25,182.98
01017,2013,0.37,183.66
01017,2014,4.22,191.42
01017,2015,-2.80,186.06
01017,2016,6.10,197.41
01017,2017,-3.46,190.57
01017,2018,3.61,197.45
01017,2019,5.35,208.02
01017,2020,4.67,217.74
01019,1998,.,100.00
01019,1999,-3.25,96.75
01019,2000,8.88,105.34
01019,2001,8.49,114.29
01019,2002,2.15,116.75
01019,2003,5.37,123.01
01019,2004,2.89,126.57
01019,2005,3.92,131.53
01019,2006,7.83,141.83
01019,2007,7.90,153.04
01019,2008,2.26,156.49
01019,2009,-2.77,152.15
01019,2010,-2.86,147.80
01019,2011,-2.59,143.98
01019,2012,-2.86,139.85
01019,2013,0.51,140.57
01019,2014,-1.65,138.25
01019,2015,1.74,140.66
01019,2016,-1.67,138.31
01019,2017,2.60,141.91
01019,2018,5.02,149.03
01019,2019,4.91,156.35
01019,2020,4.49,163.36
01021,1991,.,100.00
01021,1992,4.35,104.35
01021,1993,6.52,111.15
01021,1994,5.56,117.34
01021,1995,5.30,123.55
01021,1996,5.93,130.88
01021,1997,7.99,141.33
01021,1998,4.89,148.24
01021,1999,4.64,155.12
01021,2000,3.06,159.87
01021,2001,4.83,167.59
01021,2002,1.43,169.99
01021,2003,3.37,175.72
01021,2004,0.53,176.66
01021,2005,6.33,187.84
01021,2006,4.15,195.65
01021,2007,4.29,204.04
01021,2008,1.11,206.31
01021,2009,-1.36,203.50
01021,2010,-4.25,194.85
01021,2011,-4.94,185.23
01021,2012,-2.74,180.16
01021,2013,1.43,182.73
01021,2014,0.45,183.56
01021,2015,1.52,186.35
01021,2016,1.80,189.72
01021,2017,3.73,196.79
01021,2018,1.41,199.57
01021,2019,4.87,209.29
01021,2020,3.13,215.85
01023,2001,.,100.00
01023,2002,4.13,104.13
01023,2003,-0.67,103.42
01023,2004,0.68,104.12
01023,2005,3.15,107.41
01023,2006,0.77,108.23
01023,2007,13.53,122.88
01023,2008,-0.53,122.22
01023,2009,-2.48,119.20
01023,2010,4.16,124.16
01023,2011,-5.27,117.62
01023,2012,2.16,120.16
01023,2013,-5.75,113.25
01023,2014,4.65,118.51
01023,2015,1.18,119.92
01023,2016,5.70,126.76
01023,2017,4.96,133.05
01023,2018,-1.11,131.57
01023,2019,11.91,147.23
01023,2020,-2.09,144.16
01025,1987,.,100.00
01025,1988,-2.03,97.97
01025,1989,2.60,100.52
01025,1990,2.57,103.10
01025,1991,12.27,115.74
01025,1992,-9.13,105.18
01025,1993,7.62,113.20
01025,1994,11.09,125.75
01025,1995,3.36,129.98
01025,1996,4.31,135.59
01025,1997,-3.13,131.34
01025,1998,10.22,144.77
01025,1999,-0.71,143.75
01025,2000,2.67,147.58
01025,2001,4.96,154.90
01025,2002,1.56,157.32
01025,2003,2.19,160.76
01025,2004,4.97,168.75
01025,2005,2.23,172.51
01025,2006,7.02,184.62
01025,2007,7.58,198.62
01025,2008,2.74,204.05
01025,2009,1.46,207.04
01025,2010,-2.22,202.44
01025,2011,-2.28,197.83
01025,2012,1.07,199.95
01025,2013,-2.80,194.36
01025,2014,-0.19,193.99
01025,2015,3.85,201.45
01025,2016,0.17,201.78
01025,2017,-0.57,200.63
01025,2018,0.56,201.75
01025,2019,3.05,207.91
01025,2020,2.94,214.02
01027,2001,.,100.00
01027,2002,3.48,103.48
01027,2003,2.72,106.30
01027,2004,11.72,118.76
01027,2005,-0.17,118.56
01027,2006,9.18,129.44
01027,2007,12.24,145.29
01027,2008,-0.68,144.30
01027,2009,-0.65,143.36
01027,2010,-5.22,135.88
01027,2011,0.36,136.37
01027,2012,-4.95,129.61
01027,2013,4.33,135.23
01027,2014,-3.93,129.92
01027,2015,-1.58,127.87
01027,2016,16.39,148.83
01027,2017,-11.18,132.19
01027,2018,11.12,146.89
01027,2019,-1.02,145.39
01027,2020,5.90,153.97
01029,1998,.,100.00
01029,1999,3.26,103.26
01029,2000,2.65,106.00
01029,2001,1.31,107.38
01029,2002,3.53,111.17
01029,2003,5.64,117.44
01029,2004,3.31,121.33
01029,2005,6.57,129.30
01029,2006,6.55,137.77
01029,2007,6.86,147.23
01029,2008,-0.42,146.62
01029,2009,1.40,148.67
01029,2010,-8.69,135.74
01029,2011,4.09,141.30
01029,2012,-7.88,130.16
01029,2013,0.18,130.39
01029,2014,-1.20,128.82
01029,2015,1.25,130.43
01029,2016,1.70,132.66
01029,2017,4.34,138.42
01029,2018,1.07,139.89
01029,2019,6.14,148.48
01029,2020,3.00,152.93
01031,1986,.,100.00
01031,1987,3.23,103.23
01031,1988,-3.38,99.74
01031,1989,-1.11,98.63
01031,1990,0.57,99.20
01031,1991,5.22,104.38
01031,1992,3.94,108.49
01031,1993,-0.48,107.96
01031,1994,3.44,111.67
01031,1995,2.53,114.50
01031,1996,1.78,116.54
01031,1997,0.14,116.70
01031,1998,3.94,121.31
01031,1999,1.34,122.93
01031,2000,2.06,125.46
01031,2001,3.56,129.93
01031,2002,4.71,136.05
01031,2003,1.56,138.17
01031,2004,4.54,144.44
01031,2005,9.17,157.69
01031,2006,8.35,170.86
01031,2007,7.57,183.81
01031,2008,-0.55,182.80
01031,2009,1.06,184.73
01031,2010,-1.11,182.68
01031,2011,-2.18,178.70
01031,2012,-0.62,177.60
01031,2013,-1.73,174.53
01031,2014,-2.00,171.04
01031,2015,0.57,172.01
01031,2016,1.80,175.10
01031,2017,1.28,177.35
01031,2018,1.58,180.15
01031,2019,0.67,181.35
01031,2020,2.51,185.90
01033,1986,.,100.00
01033,1987,0.23,100.23
01033,1988,0.80,101.03
01033,1989,5.62,106.70
01033,1990,9.39,116.72
01033,1991,4.81,122.33
01033,1992,1.78,124.50
01033,1993,6.00,131.97
01033,1994,2.78,135.64
01033,1995,4.59,141.86
01033,1996,4.15,147.75
01033,1997,0.85,149.01
01033,1998,4.25,155.35
01033,1999,-0.84,154.05
01033,2000,1.93,157.01
01033,2001,2.98,161.70
01033,2002,1.29,163.79
01033,2003,1.74,166.64
01033,2004,1.77,169.58
01033,2005,4.66,177.48
01033,2006,6.17,188.43
01033,2007,5.09,198.02
01033,2008,2.31,202.59
01033,2009,0.93,204.47
01033,2010,-2.26,199.84
01033,2011,-1.93,195.98
01033,2012,1.06,198.06
01033,2013,-0.50,197.07
01033,2014,1.57,200.17
01033,2015,0.77,201.70
01033,2016,2.18,206.09
01033,2017,3.83,213.98
01033,2018,1.85,217.93
01033,2019,3.82,226.25
01033,2020,3.14,233.34
01035,2007,.,100.00
01035,2008,6.58,106.58
01035,2009,-2.61,103.80
01035,2010,-9.54,93.90
01035,2011,8.04,101.45
01035,2012,-10.53,90.77
01035,2013,-0.32,90.48
01035,2014,-4.50,86.41
01035,2015,13.22,97.83
01035,2016,-16.71,81.48
01035,2017,26.10,102.74
01035,2018,0.12,102.87
01035,2019,-10.56,92.00
01035,2020,14.98,105.79
01037,2003,.,100.00
01037,2004,9.40,109.40
01037,2005,2.19,111.79
01037,2006,18.18,132.11
01037,2007,1.11,133.58
01037,2008,12.74,150.60
01037,2009,-9.37,136.49
01037,2010,2.55,139.97
01037,2011,-9.39,126.83
01037,2012,-3.18,122.80
01037,2013,2.81,126.25
01037,2014,-3.08,122.36
01037,2015,5.78,129.43
01037,2016,1.24,131.04
01037,2017,11.69,146.35
01037,2018,2.95,150.66
01037,2019,6.69,160.73
01037,2020,7.36,172.57
01039,1998,.,100.00
01039,1999,-5.58,94.42
01039,2000,10.14,103.99
01039,2001,1.38,105.43
01039,2002,2.69,108.27
01039,2003,-0.87,107.33
01039,2004,-0.99,106.27
01039,2005,13.69,120.81
01039,2006,13.94,137.66
01039,2007,5.66,145.46
01039,2008,5.45,153.38
01039,2009,-5.13,145.50
01039,2010,-5.19,137.96
01039,2011,-2.57,134.42
01039,2012,2.53,137.81
01039,2013,-0.98,136.47
01039,2014,3.23,140.88
01039,2015,-1.55,138.70
01039,2016,0.51,139.41
01039,2017,2.34,142.67
01039,2018,-1.52,140.50
01039,2019,0.96,141.85
01039,2020,4.65,148.44
01041,1999,.,100.00
01041,2000,3.77,103.77
01041,2001,1.01,104.82
01041,2002,11.00,116.35
01041,2003,1.80,118.44
01041,2004,1.83,120.61
01041,2005,8.50,130.86
01041,2006,7.27,140.37
01041,2007,-0.67,139.43
01041,2008,6.32,148.24
01041,2009,3.25,153.07
01041,2010,-9.31,138.82
01041,2011,3.62,143.85
01041,2012,-4.27,137.70
01041,2013,2.12,140.62
01041,2014,1.12,142.20
01041,2015,-3.45,137.29
01041,2016,7.60,147.73
01041,2017,-2.46,144.09
01041,2018,5.41,151.89
01041,2019,5.15,159.71
01041,2020,1.62,162.30
01043,1991,.,100.00
01043,1992,3.21,103.21
01043,1993,7.96,111.43
01043,1994,7.69,119.99
01043,1995,6.13,127.35
01043,1996,5.55,134.43
01043,1997,4.33,140.25
01043,1998,6.00,148.66
01043,1999,1.78,151.31
01043,2000,5.30,159.34
01043,2001,3.86,165.50
01043,2002,1.64,168.20
01043,2003,1.76,171.17
01043,2004,-0.23,170.79
01043,2005,6.51,181.90
01043,2006,6.12,193.04
01043,2007,5.11,202.90
01043,2008,2.11,207.18
01043,2009,-1.28,204.53
01043,2010,-3.33,197.72
01043,2011,-1.45,194.85
01043,2012,-1.53,191.88
01043,2013,0.63,193.09
01043,2014,-0.46,192.20
01043,2015,3.36,198.67
01043,2016,0.77,200.20
01043,2017,5.60,211.41
01043,2018,2.02,215.69
01043,2019,3.13,222.45
01043,2020,4.19,231.78
01045,1991,.,100.00
01045,1992,3.03,103.03
01045,1993,3.94,107.09
01045,1994,4.39,111.80
01045,1995,-3.24,108.17
01045,1996,6.14,114.81
01045,1997,-6.67,107.15
01045,1998,15.52,123.78
01045,1999,0.63,124.56
01045,2000,0.42,125.09
01045,2001,6.72,133.50
01045,2002,0.69,134.43
01045,2003,1.85,136.92
01045,2004,3.14,141.21
01045,2005,6.47,150.35
01045,2006,9.63,164.83
01045,2007,5.04,173.13
01045,2008,0.95,174.77
01045,2009,1.47,177.33
01045,2010,-4.14,169.99
01045,2011,-1.72,167.06
01045,2012,-3.69,160.90
01045,2013,-2.97,156.12
01045,2014,1.12,157.87
01045,2015,4.92,165.63
01045,2016,-5.56,156.41
01045,2017,3.58,162.01
01045,2018,4.09,168.64
01045,2019,2.14,172.25
01045,2020,1.12,174.17
01047,1986,.,100.00
01047,1987,-4.74,95.26
01047,1988,0.35,95.59
01047,1989,3.53,98.97
01047,1990,3.05,101.98
01047,1991,-3.21,98.71
01047,1992,2.49,101.17
01047,1993,2.00,103.19
01047,1994,5.82,109.20
01047,1995,3.95,113.51
01047,1996,8.16,122.78
01047,1997,6.07,130.23
01047,1998,4.01,135.45
01047,1999,0.10,135.59
01047,2000,-1.98,132.90
01047,2001,5.35,140.01
01047,2002,1.87,142.64
01047,2003,1.69,145.05
01047,2004,-2.92,140.82
01047,2005,4.48,147.13
01047,2006,6.45,156.62
01047,2007,5.34,164.99
01047,2008,0.91,166.49
01047,2009,-1.29,164.35
01047,2010,-3.53,158.54
01047,2011,1.20,160.44
01047,2012,-4.46,153.29
01047,2013,3.13,158.08
01047,2014,-2.26,154.50
01047,2015,2.38,158.18
01047,2016,1.22,160.11
01047,2017,-6.88,149.10
01047,2018,-0.42,148.48
01047,2019,5.11,156.07
01047,2020,1.90,159.04
01049,1993,.,100.00
01049,1994,1.96,101.96
01049,1995,6.35,108.43
01049,1996,2.13,110.75
01049,1997,4.21,115.41
01049,1998,5.11,121.30
01049,1999,2.54,124.39
01049,2000,4.92,130.50
01049,2001,4.45,136.31
01049,2002,2.15,139.24
01049,2003,0.59,140.06
01049,2004,4.90,146.92
01049,2005,4.08,152.92
01049,2006,7.33,164.12
01049,2007,3.05,169.13
01049,2008,2.78,173.83
01049,2009,-1.73,170.82
01049,2010,-4.59,162.98
01049,2011,-0.22,162.62
01049,2012,-0.23,162.25
01049,2013,0.27,162.69
01049,2014,-0.37,162.08
01049,2015,0.62,163.09
01049,2016,-1.57,160.53
01049,2017,10.78,177.84
01049,2018,1.44,180.40
01049,2019,3.35,186.45
01049,2020,4.22,194.32
01051,1990,.,100.00
01051,1991,4.57,104.57
01051,1992,1.10,105.72
01051,1993,5.11,111.12
01051,1994,3.79,115.33
01051,1995,4.33,120.33
01051,1996,4.51,125.75
01051,1997,4.46,131.36
01051,1998,1.98,133.96
01051,1999,2.71,137.59
01051,2000,2.07,140.45
01051,2001,4.50,146.77
01051,2002,1.30,148.68
01051,2003,2.18,151.92
01051,2004,3.61,157.41
01051,2005,9.00,171.59
01051,2006,7.25,184.03
01051,2007,4.04,191.46
01051,2008,1.78,194.86
01051,2009,-3.78,187.49
01051,2010,-3.64,180.68
01051,2011,-3.03,175.20
01051,2012,-3.30,169.41
01051,2013,0.53,170.31
01051,2014,1.91,173.56
01051,2015,0.73,174.83
01051,2016,1.58,177.59
01051,2017,1.94,181.04
01051,2018,1.99,184.64
01051,2019,2.80,189.82
01051,2020,3.51,196.49
01053,1986,.,100.00
01053,1987,2.66,102.66
01053,1988,-7.76,94.69
01053,1989,1.86,96.45
01053,1990,11.61,107.64
01053,1991,2.74,110.59
01053,1992,-2.53,107.80
01053,1993,5.21,113.41
01053,1994,3.14,116.97
01053,1995,3.54,121.11
01053,1996,1.99,123.52
01053,1997,7.97,133.37
01053,1998,5.51,140.72
01053,1999,5.83,148.92
01053,2000,0.48,149.63
01053,2001,6.99,160.08
01053,2002,1.66,162.73
01053,2003,2.71,167.14
01053,2004,1.46,169.59
01053,2005,8.12,183.36
01053,2006,9.05,199.95
01053,2007,6.78,213.50
01053,2008,2.33,218.48
01053,2009,-2.79,212.38
01053,2010,-4.77,202.26
01053,2011,-2.91,196.38
01053,2012,0.17,196.71
01053,2013,1.00,198.67
01053,2014,-3.17,192.37
01053,2015,2.27,196.75
01053,2016,3.22,203.07
01053,2017,-3.69,195.57
01053,2018,8.62,212.44
01053,2019,6.79,226.87
01053,2020,2.14,231.73
01055,1985,.,100.00
01055,1986,7.44,107.44
01055,1987,-0.17,107.26
01055,1988,4.60,112.19
01055,1989,6.50,119.49
01055,1990,-3.44,115.37
01055,1991,2.83,118.64
01055,1992,3.67,123.00
01055,1993,1.97,125.42
01055,1994,7.25,134.52
01055,1995,5.40,141.78
01055,1996,6.01,150.29
01055,1997,4.27,156.71
01055,1998,6.00,166.11
01055,1999,0.35,166.70
01055,2000,2.42,170.73
01055,2001,4.98,179.24
01055,2002,3.08,184.77
01055,2003,2.87,190.07
01055,2004,3.24,196.23
01055,2005,4.53,205.13
01055,2006,5.27,215.94
01055,2007,2.85,222.10
01055,2008,1.11,224.57
01055,2009,-0.51,223.42
01055,2010,-3.57,215.45
01055,2011,-1.31,212.63
01055,2012,-0.54,211.49
01055,2013,1.64,214.97
01055,2014,-1.71,211.28
01055,2015,1.31,214.05
01055,2016,1.11,216.42
01055,2017,-0.48,215.38
01055,2018,4.63,225.35
01055,2019,3.11,232.35
01055,2020,3.60,240.72
01057,1993,.,100.00
01057,1994,0.40,100.40
01057,1995,21.27,121.75
01057,1996,-4.42,116.36
01057,1997,9.07,126.92
01057,1998,6.01,134.54
01057,1999,-4.53,128.44
01057,2000,2.20,131.27
01057,2001,5.19,138.09
01057,2002,1.10,139.61
01057,2003,0.29,140.02
01057,2004,-0.17,139.78
01057,2005,5.15,146.98
01057,2006,1.41,149.04
01057,2007,7.56,160.31
01057,2008,0.09,160.46
01057,2009,1.55,162.95
01057,2010,-7.91,150.06
01057,2011,-2.01,147.05
01057,2012,-2.00,144.10
01057,2013,2.86,148.23
01057,2014,3.63,153.61
01057,2015,-6.48,143.66
01057,2016,10.93,159.37
01057,2017,-2.11,156.00
01057,2018,8.82,169.76
01057,2019,3.87,176.33
01057,2020,-5.44,166.74
01059,1998,.,100.00
01059,1999,4.95,104.95
01059,2000,-1.66,103.21
01059,2001,3.17,106.48
01059,2002,2.69,109.34
01059,2003,0.90,110.33
01059,2004,0.29,110.65
01059,2005,4.08,115.17
01059,2006,6.67,122.85
01059,2007,7.19,131.68
01059,2008,-2.42,128.50
01059,2009,0.61,129.28
01059,2010,-0.60,128.51
01059,2011,1.03,129.83
01059,2012,-2.86,126.12
01059,2013,0.81,127.15
01059,2014,-1.52,125.22
01059,2015,4.58,130.96
01059,2016,-1.70,128.73
01059,2017,6.56,137.18
01059,2018,3.01,141.31
01059,2019,6.09,149.91
01059,2020,2.82,154.14
01061,2000,.,100.00
01061,2001,5.51,105.51
01061,2002,0.27,105.79
01061,2003,1.14,106.99
01061,2004,3.68,110.93
01061,2005,7.78,119.56
01061,2006,12.12,134.05
01061,2007,4.27,139.78
01061,2008,1.58,141.99
01061,2009,-3.17,137.48
01061,2010,0.21,137.76
01061,2011,-3.28,133.24
01061,2012,-2.40,130.05
01061,2013,-1.10,128.62
01061,2014,0.80,129.65
01061,2015,2.89,133.39
01061,2016,4.87,139.89
01061,2017,-0.27,139.50
01061,2018,5.69,147.45
01061,2019,1.75,150.02
01061,2020,3.22,154.85
01065,1998,.,100.00
01065,1999,-0.43,99.57
01065,2000,12.95,112.46
01065,2001,-3.39,108.64
01065,2002,1.77,110.56
01065,2003,2.72,113.57
01065,2004,4.64,118.84
01065,2005,2.34,121.62
01065,2006,11.73,135.88
01065,2007,3.11,140.10
01065,2008,0.34,140.59
01065,2009,-0.86,139.37
01065,2010,-0.05,139.30
01065,2011,-7.64,128.65
01065,2012,-2.51,125.42
01065,2013,1.59,127.42
01065,2014,-5.14,120.87
01065,2015,-1.21,119.41
01065,2016,13.45,135.47
01065,2017,0.90,136.68
01065,2018,11.20,152.00
01065,2019,-8.50,139.08
01065,2020,8.93,151.50
01067,1992,.,100.00
01067,1993,0.30,100.30
01067,1994,8.18,108.50
01067,1995,5.75,114.74
01067,1996,2.12,117.17
01067,1997,6.96,125.32
01067,1998,-1.64,123.27
01067,1999,3.44,127.51
01067,2000,2.00,130.06
01067,2001,6.98,139.14
01067,2002,1.47,141.19
01067,2003,0.34,141.66
01067,2004,5.64,149.65
01067,2005,5.20,157.42
01067,2006,7.10,168.60
01067,2007,11.19,187.46
01067,2008,-1.81,184.07
01067,2009,-1.51,181.29
01067,2010,-3.88,174.26
01067,2011,-7.11,161.88
01067,2012,1.41,164.16
01067,2013,-2.58,159.93
01067,2014,0.82,161.25
01067,2015,-1.52,158.80
01067,2016,6.98,169.89
01067,2017,-3.29,164.29
01067,2018,6.01,174.17
01067,2019,6.91,186.21
01067,2020,-3.14,180.36
01069,1977,.,100.00
01069,1978,10.64,110.64
01069,1979,9.98,121.69
01069,1980,4.06,126.63
01069,1981,.,.
01069,1982,.,160.34
01069,1983,-13.61,138.52
01069,1984,3.04,142.73
01069,1985,4.56,149.25
01069,1986,4.14,155.43
01069,1987,0.05,155.50
01069,1988,3.44,160.84
01069,1989,0.27,161.28
01069,1990,0.77,162.52
01069,1991,1.02,164.17
01069,1992,3.24,169.49
01069,1993,2.08,173.01
01069,1994,2.51,177.36
01069,1995,5.40,186.94
01069,1996,1.93,190.55
01069,1997,4.80,199.70
01069,1998,3.39,206.46
01069,1999,0.59,207.67
01069,2000,1.72,211.24
01069,2001,4.11,219.92
01069,2002,1.58,223.39
01069,2003,2.28,228.48
01069,2004,3.30,236.03
01069,2005,7.37,253.42
01069,2006,8.82,275.78
01069,2007,3.75,286.13
01069,2008,0.11,286.43
01069,2009,-1.24,282.89
01069,2010,-4.20,271.00
01069,2011,-3.99,260.19
01069,2012,-0.93,257.78
01069,2013,-0.97,255.28
01069,2014,0.36,256.19
01069,2015,1.29,259.48
01069,2016,0.98,262.01
01069,2017,1.87,266.92
01069,2018,2.67,274.05
01069,2019,1.78,278.91
01069,2020,3.37,288.31
01071,1992,.,100.00
01071,1993,4.07,104.07
01071,1994,6.20,110.52
01071,1995,3.78,114.70
01071,1996,0.70,115.50
01071,1997,7.86,124.58
01071,1998,2.53,127.73
01071,1999,1.78,130.01
01071,2000,6.23,138.11
01071,2001,5.23,145.34
01071,2002,2.11,148.40
01071,2003,2.90,152.71
01071,2004,3.58,158.18
01071,2005,5.07,166.20
01071,2006,8.91,181.02
01071,2007,2.76,186.00
01071,2008,-0.23,185.58
01071,2009,1.80,188.91
01071,2010,-3.09,183.07
01071,2011,0.36,183.72
01071,2012,-1.81,180.39
01071,2013,1.77,183.58
