RegionID,RegionName,SizeRank,MsaName,ZORI
79090,48235,1017,"Detroit, MI",1088
96030,90049,1018,"Los Angeles-Long Beach-Anaheim, CA",3135
96506,91766,1022,"Los Angeles-Long Beach-Anaheim, CA",2695
66839,21229,1026,"Baltimore, MD",1290
66745,21044,1027,"Baltimore, MD",2077
70844,30064,1031,"Atlanta, GA",1721
71047,30328,1032,"Atlanta, GA",1927
70871,30093,1037,"Atlanta, GA",1440
71168,30518,1038,"Atlanta, GA",1998
95049,85711,1039,"Tucson, AZ",1212
65905,19403,1040,"Philadelphia, PA",1722
90628,75023,1041,"Dallas-Fort Worth, TX",1724
73200,34746,1044,"Orlando, FL",1916
72482,33180,1054,"Miami-Fort Lauderdale, FL",2757
79032,48170,1055,"Detroit, MI",1515
99578,98118,1055,"Seattle, WA",2102
96123,90277,1057,"Los Angeles-Long Beach-Anaheim, CA",3044
99012,97006,1058,"Portland, OR",1952
97016,92780,1061,"Los Angeles-Long Beach-Anaheim, CA",2327
97813,94611,1062,"San Francisco, CA",2805
66243,20148,1066,"Washington, DC",2554
79416,48843,1067,"Detroit, MI",1874
94804,85209,1070,"Phoenix, AZ",2024
95303,87108,1076,"Albuquerque, NM",803
96502,91762,1079,"Riverside, CA",2504
72158,32708,1080,"Orlando, FL",1745
95305,87110,1084,"Albuquerque, NM",1323
94272,83686,1086,"Boise City, ID",1406
98323,95628,1088,"Sacramento, CA",2003
70600,29615,1090,"Greenville, SC",1148
78041,46226,1092,"Indianapolis, IN",954
97757,94550,1094,"San Francisco, CA",3113
71043,30324,1095,"Atlanta, GA",1865
72433,33130,1098,"Miami-Fort Lauderdale, FL",2972
70455,29412,1099,"Charleston, SC",1735
74157,37076,1100,"Nashville, TN",1448
94734,85018,1103,"Phoenix, AZ",1822
61636,10022,1108,"New York, NY",3110
94956,85382,1115,"Phoenix, AZ",1872
62033,11222,1116,"New York, NY",2835
99013,97007,1116,"Portland, OR",2013
94852,85260,1120,"Phoenix, AZ",2206
96629,92078,1121,"San Diego, CA",3041
98306,95610,1122,"Sacramento, CA",1851
96245,90813,1124,"Los Angeles-Long Beach-Anaheim, CA",1537
65369,18104,1131,"Allentown, PA",2204
95057,85719,1132,"Tucson, AZ",1254
66620,20772,1135,"Washington, DC",2169
96501,91761,1135,"Riverside, CA",2042
96237,90803,1137,"Los Angeles-Long Beach-Anaheim, CA",2210
67770,23602,1138,"Virginia Beach, VA",1512
96161,90503,1139,"Los Angeles-Long Beach-Anaheim, CA",2246
98953,96822,1147,"Urban Honolulu, HI",1620
58973,2895,1149,"Providence, RI",1230
96595,92026,1153,"San Diego, CA",2252
94760,85044,1154,"Phoenix, AZ",1759
96446,91601,1155,"Los Angeles-Long Beach-Anaheim, CA",2575
90800,75248,1156,"Dallas-Fort Worth, TX",1809
84444,60201,1162,"Chicago, IL",2085
84607,60605,1163,"Chicago, IL",2204
67808,23803,1164,"Richmond, VA",984
85876,63033,1168,"St. Louis, MO",1518
99667,98258,1171,"Seattle, WA",2750
94745,85029,1172,"Phoenix, AZ",1545
58638,2124,1173,"Boston, MA",2261
76573,43204,1175,"Columbus, OH",1232
72481,33179,1176,"Miami-Fort Lauderdale, FL",1688
97572,94118,1178,"San Francisco, CA",3355
96464,91702,1181,"Los Angeles-Long Beach-Anaheim, CA",2310
99508,98023,1184,"Seattle, WA",2020
84542,60506,1186,"Chicago, IL",1235
66701,20902,1188,"Washington, DC",1846
66744,21043,1189,"Baltimore, MD",1803
98369,95678,1192,"Sacramento, CA",2289
96996,92692,1193,"Los Angeles-Long Beach-Anaheim, CA",2741
62118,11432,1194,"New York, NY",2063
60324,6460,1196,"New Haven, CT",2089
90662,75062,1198,"Dallas-Fort Worth, TX",1550
74653,38115,1199,"Memphis, TN",1168
93201,80011,1200,"Denver, CO",1589
77522,45231,1201,"Cincinnati, OH",1147
70819,30034,1202,"Atlanta, GA",1713
97703,94403,1202,"San Francisco, CA",3422
91257,76112,1204,"Dallas-Fort Worth, TX",994
94757,85041,1205,"Phoenix, AZ",2015
67595,23220,1206,"Richmond, VA",1407
98317,95621,1207,"Sacramento, CA",2056
72397,33068,1208,"Miami-Fort Lauderdale, FL",2123
69449,27609,1215,"Raleigh, NC",1565
66127,20003,1216,"Washington, DC",2496
70875,30097,1219,"Atlanta, GA",1782
71057,30339,1222,"Atlanta, GA",1790
72259,32835,1223,"Orlando, FL",1667
73220,34786,1223,"Orlando, FL",2229
92256,78109,1224,"San Antonio, TX",1464
92297,78201,1224,"San Antonio, TX",1227
60884,7960,1227,"New York, NY",2759
91204,76039,1230,"Dallas-Fort Worth, TX",1611
82266,55416,1231,"Minneapolis-St Paul, MN",1818
67609,23234,1232,"Richmond, VA",1416
92309,78213,1235,"San Antonio, TX",1163
91191,76017,1237,"Dallas-Fort Worth, TX",1558
96369,91343,1240,"Los Angeles-Long Beach-Anaheim, CA",2454
72429,33126,1245,"Miami-Fort Lauderdale, FL",1947
94801,85206,1246,"Phoenix, AZ",1792
71877,32224,1248,"Jacksonville, FL",1743
96185,90630,1250,"Los Angeles-Long Beach-Anaheim, CA",2764
84378,60126,1252,"Chicago, IL",2385
90766,75214,1252,"Dallas-Fort Worth, TX",1524
65795,19128,1253,"Philadelphia, PA",1721
91853,77339,1254,"Houston, TX",1351
61186,8816,1256,"New York, NY",2030
72234,32808,1257,"Orlando, FL",1616
72212,32780,1258,"Melbourne, FL",1450
66132,20008,1264,"Washington, DC",1935
66830,21220,1265,"Baltimore, MD",1742
95997,90016,1269,"Los Angeles-Long Beach-Anaheim, CA",2701
93287,80210,1270,"Denver, CO",2140
71743,32034,1271,"Jacksonville, FL",2162
96560,91942,1272,"San Diego, CA",2315
85940,63122,1273,"St. Louis, MO",1341
92325,78229,1275,"San Antonio, TX",1148
78035,46220,1276,"Indianapolis, IN",1406
82258,55408,1276,"Minneapolis-St Paul, MN",1544
76570,43201,1277,"Columbus, OH",1961
60641,7304,1280,"New York, NY",1948
93296,80220,1283,"Denver, CO",1829
96597,92028,1290,"San Diego, CA",2731
96670,92129,1293,"San Diego, CA",3184
70452,29407,1294,"Charleston, SC",1773
99518,98033,1295,"Seattle, WA",2871
70365,29210,1298,"Columbia, SC",1195
77018,44118,1299,"Cleveland, OH",1145
96018,90037,1300,"Los Angeles-Long Beach-Anaheim, CA",
58477,1752,1303,"Boston, MA",1876
97558,94103,1305,"San Francisco, CA",3101
96339,91304,1306,"Los Angeles-Long Beach-Anaheim, CA",2513
99092,97123,1309,"Portland, OR",2125
97568,94114,1312,"San Francisco, CA",3841
72918,33928,1317,"Fort Myers, FL",1949
99527,98042,1318,"Seattle, WA",2472
66840,21230,1322,"Baltimore, MD",1983
94828,85234,1323,"Phoenix, AZ",2171
98949,96818,1326,"Urban Honolulu, HI",
71903,32257,1327,"Jacksonville, FL",1481
69788,28226,1329,"Charlotte, NC",1549
93256,80127,1330,"Denver, CO",1981
93307,80231,1331,"Denver, CO",1534
97068,92870,1332,"Los Angeles-Long Beach-Anaheim, CA",2870
72248,32824,1333,"Orlando, FL",2021
72601,33435,1334,"Miami-Fort Lauderdale, FL",2366
73161,34667,1335,"Tampa, FL",1486
91253,76108,1339,"Dallas-Fort Worth, TX",1556
69776,28213,1341,"Charlotte, NC",1562
73145,34609,1346,"Tampa, FL",1921
96026,90045,1348,"Los Angeles-Long Beach-Anaheim, CA",2833
82126,55125,1349,"Minneapolis-St Paul, MN",1674
94736,85020,1350,"Phoenix, AZ",1622
69718,28105,1352,"Charlotte, NC",1570
66264,20176,1355,"Washington, DC",2184
90695,75104,1356,"Dallas-Fort Worth, TX",1959
71169,30519,1358,"Atlanta, GA",2096
66668,20854,1359,"Washington, DC",3454
69379,27520,1360,"Raleigh, NC",1707
97562,94107,1360,"San Francisco, CA",3429
95827,89131,1361,"Las Vegas, NV",1999
71068,30350,1364,"Atlanta, GA",1680
72612,33446,1364,"Miami-Fort Lauderdale, FL",2946
78949,48073,1365,"Detroit, MI",1683
69375,27516,1366,"Durham, NC",2194
67790,23669,1368,"Virginia Beach, VA",1246
69206,27103,1368,"Winston-Salem, NC",1486
67187,22202,1369,"Washington, DC",2311
84279,60010,1370,"Chicago, IL",2273
399545,10065,1370,"New York, NY",2881
96653,92111,1371,"San Diego, CA",2590
96898,92530,1371,"Riverside, CA",2123
77924,46038,1372,"Indianapolis, IN",1815
95753,89014,1375,"Las Vegas, NV",1641
84344,60089,1376,"Chicago, IL",1850
90619,75013,1379,"Dallas-Fort Worth, TX",1642
74664,38128,1381,"Memphis, TN",1126
90646,75044,1385,"Dallas-Fort Worth, TX",1736
399658,85295,1389,"Phoenix, AZ",2206
91739,77090,1390,"Houston, TX",976
67599,23224,1391,"Richmond, VA",1269
96596,92027,1391,"San Diego, CA",2317
96855,92392,1393,"Riverside, CA",1941
70970,30228,1394,"Atlanta, GA",1838
90624,75019,1398,"Dallas-Fort Worth, TX",1913
92013,77539,1399,"Houston, TX",1435
96370,91344,1400,"Los Angeles-Long Beach-Anaheim, CA",3026
88588,70433,1404,"New Orleans, LA",1406
98873,96734,1404,"Urban Honolulu, HI",3011
96995,92691,1410,"Los Angeles-Long Beach-Anaheim, CA",3013
72295,32907,1414,"Melbourne, FL",1737
66987,21702,1422,"Washington, DC",1601
62016,11205,1424,"New York, NY",2681
97078,92886,1426,"Los Angeles-Long Beach-Anaheim, CA",3561
84320,60062,1427,"Chicago, IL",2094
99562,98102,1428,"Seattle, WA",1852
96658,92116,1431,"San Diego, CA",2101
97807,94605,1432,"San Francisco, CA",2463
77020,44120,1437,"Cleveland, OH",
96883,92504,1439,"Riverside, CA",2511
97089,93010,1441,"Ventura, CA",2598
71771,32073,1442,"Jacksonville, FL",1763
97942,95037,1446,"San Jose, CA",3353
94737,85021,1447,"Phoenix, AZ",1423
61187,8817,1448,"New York, NY",2179
67603,23228,1450,"Richmond, VA",1496
79780,49504,1450,"Grand Rapids, MI",1182
90741,75165,1451,"Dallas-Fort Worth, TX",1682
65788,19121,1454,"Philadelphia, PA",1642
77009,44109,1457,"Cleveland, OH",839
99034,97030,1458,"Portland, OR",1580
58641,2127,1461,"Boston, MA",2772
72161,32712,1462,"Orlando, FL",2224
70897,30120,1463,"Atlanta, GA",1853
99133,97219,1465,"Portland, OR",1808
61615,10001,1467,"New York, NY",4535
73050,34231,1471,"North Port-Sarasota-Bradenton, FL",2204
72479,33177,1472,"Miami-Fort Lauderdale, FL",2442
72437,33134,1475,"Miami-Fort Lauderdale, FL",2736
93212,80022,1479,"Denver, CO",2347
96582,92009,1483,"San Diego, CA",3233
79047,48188,1484,"Detroit, MI",1758
98153,95376,1485,"Stockton, CA",2395
94797,85202,1488,"Phoenix, AZ",1402
96982,92672,1490,"Los Angeles-Long Beach-Anaheim, CA",2573
92653,78744,1492,"Austin, TX",1489
95050,85712,1493,"Tucson, AZ",1073
82118,55117,1494,"Minneapolis-St Paul, MN",1186
96489,91745,1494,"Los Angeles-Long Beach-Anaheim, CA",
66986,21701,1495,"Washington, DC",1504
70824,30039,1496,"Atlanta, GA",1914
94880,85296,1497,"Phoenix, AZ",2178
84644,60645,1499,"Chicago, IL",1330
96610,92054,1500,"San Diego, CA",2570
84651,60654,1501,"Chicago, IL",2507
72497,33196,1503,"Miami-Fort Lauderdale, FL",2120
66600,20747,1504,"Washington, DC",1531
72620,33461,1505,"Miami-Fort Lauderdale, FL",1472
66027,19701,1507,"Philadelphia, PA",1810
97812,94610,1510,"San Francisco, CA",2399
84323,60067,1511,"Chicago, IL",1680
65797,19130,1512,"Philadelphia, PA",1850
74217,37174,1516,"Nashville, TN",2004
66061,19808,1517,"Philadelphia, PA",1844
97516,94025,1518,"San Francisco, CA",3805
91252,76107,1522,"Dallas-Fort Worth, TX",1612
96993,92688,1525,"Los Angeles-Long Beach-Anaheim, CA",2515
65321,18042,1527,"Allentown, PA",1378
62154,11561,1530,"New York, NY",2839
72640,33484,1538,"Miami-Fort Lauderdale, FL",2452
94841,85249,1541,"Phoenix, AZ",2551
82230,55379,1546,"Minneapolis-St Paul, MN",1785
69775,28212,1547,"Charlotte, NC",1420
70892,30115,1549,"Atlanta, GA",1871
72324,32955,1550,"Melbourne, FL",1757
86022,63368,1551,"St. Louis, MO",1583
84648,60651,1552,"Chicago, IL",1313
60774,7726,1554,"New York, NY",1778
84438,60193,1556,"Chicago, IL",1633
72577,33410,1559,"Miami-Fort Lauderdale, FL",2292
77923,46037,1561,"Indianapolis, IN",1709
97041,92833,1563,"Los Angeles-Long Beach-Anaheim, CA",2515
72370,33032,1566,"Miami-Fort Lauderdale, FL",2288
76464,43017,1568,"Columbus, OH",1453
69727,28115,1570,"Charlotte, NC",1805
96668,92127,1571,"San Diego, CA",3346
72611,33445,1574,"Miami-Fort Lauderdale, FL",2572
82256,55406,1576,"Minneapolis-St Paul, MN",1496
86303,64055,1580,"Kansas City, MO",1179
70903,30126,1587,"Atlanta, GA",1957
399655,85286,1589,"Phoenix, AZ",2146
96505,91765,1591,"Los Angeles-Long Beach-Anaheim, CA",2764
99540,98058,1594,"Seattle, WA",2508
94743,85027,1595,"Phoenix, AZ",1511
70358,29203,1598,"Columbia, SC",
73210,34761,1601,"Orlando, FL",2146
99636,98223,1604,"Seattle, WA",1651
65904,19401,1605,"Philadelphia, PA",
97729,94521,1606,"San Francisco, CA",2441
72163,32714,1608,"Orlando, FL",1498
84433,60188,1611,"Chicago, IL",1415
69820,28273,1614,"Charlotte, NC",1593
72713,33610,1616,"Tampa, FL",1607
77603,45342,1620,"Dayton, OH",1170
72434,33131,1621,"Miami-Fort Lauderdale, FL",3279
58644,2130,1623,"Boston, MA",2734
96978,92660,1625,"Los Angeles-Long Beach-Anaheim, CA",4163
95042,85704,1628,"Tucson, AZ",1615
84689,60707,1636,"Chicago, IL",1361
96122,90275,1637,"Los Angeles-Long Beach-Anaheim, CA",4552
70908,30134,1638,"Atlanta, GA",1843
70823,30038,1639,"Atlanta, GA",1533
94821,85226,1645,"Phoenix, AZ",1806
94731,85015,1646,"Phoenix, AZ",1318
58778,2472,1649,"Boston, MA",2540
92328,78232,1650,"San Antonio, TX",1274
62058,11249,1651,"New York, NY",4288
84373,60120,1654,"Chicago, IL",1586
84292,60025,1655,"Chicago, IL",2269
72182,32738,1656,"Daytona Beach, FL",1744
72727,33624,1657,"Tampa, FL",1906
61648,10034,1660,"New York, NY",1883
93282,80205,1661,"Denver, CO",1999
90633,75028,1662,"Dallas-Fort Worth, TX",2158
99131,97217,1664,"Portland, OR",1678
74951,38671,1668,"Memphis, TN",1559
93587,80909,1668,"Colorado Springs, CO",1496
95081,85745,1670,"Tucson, AZ",1259
98435,95826,1673,"Sacramento, CA",2144
71036,30316,1679,"Atlanta, GA",2041
91195,76021,1681,"Dallas-Fort Worth, TX",1407
96504,91764,1682,"Riverside, CA",2333
71861,32207,1684,"Jacksonville, FL",1654
65738,19063,1685,"Philadelphia, PA",1594
72568,33401,1686,"Miami-Fort Lauderdale, FL",2471
98430,95821,1689,"Sacramento, CA",1549
70983,30252,1694,"Atlanta, GA",1907
93280,80203,1695,"Denver, CO",1648
96927,92584,1697,"Riverside, CA",2662
70806,30019,1698,"Atlanta, GA",2152
84590,60563,1699,"Chicago, IL",1657
94765,85051,1700,"Phoenix, AZ",1649
84569,60540,1701,"Chicago, IL",1789
96238,90804,1701,"Los Angeles-Long Beach-Anaheim, CA",1799
82120,55119,1704,"Minneapolis-St Paul, MN",1251
96273,91016,1709,"Los Angeles-Long Beach-Anaheim, CA",2464
67123,22033,1714,"Washington, DC",2055
69412,27560,1717,"Raleigh, NC",1791
66746,21045,1718,"Baltimore, MD",1874
70495,29461,1719,"Charleston, SC",1949
74663,38127,1722,"Memphis, TN",870
88611,70458,1724,"New Orleans, LA",1308
93584,80906,1725,"Colorado Springs, CO",1750
60793,7753,1726,"New York, NY",2603
66757,21060,1727,"Baltimore, MD",1944
72157,32707,1728,"Orlando, FL",1874
72237,32811,1729,"Orlando, FL",1474
70925,30152,1732,"Atlanta, GA",1912
97858,94901,1733,"San Francisco, CA",2981
84650,60653,1735,"Chicago, IL",1596
96548,91913,1741,"San Diego, CA",2997
72594,33428,1742,"Miami-Fort Lauderdale, FL",2423
96247,90815,1744,"Los Angeles-Long Beach-Anaheim, CA",2466
70959,30213,1751,"Atlanta, GA",1965
94279,83706,1756,"Boise City, ID",1657
69771,28208,1760,"Charlotte, NC",1411
95824,89128,1761,"Las Vegas, NV",1677
99138,97224,1763,"Portland, OR",1761
71025,30305,1767,"Atlanta, GA",2099
72883,33880,1770,"Lakeland, FL",1523
72689,33573,1771,"Tampa, FL",1905
72714,33611,1772,"Tampa, FL",1784
78034,46219,1774,"Indianapolis, IN",910
60644,7307,1776,"New York, NY",1782
95754,89015,1781,"Las Vegas, NV",1866
69488,27704,1783,"Durham, NC",1415
61246,8902,1784,"New York, NY",2098
97527,94040,1785,"San Jose, CA",3443
91313,76210,1786,"Dallas-Fort Worth, TX",1968
94792,85086,1789,"Phoenix, AZ",2091
61640,10026,1793,"New York, NY",2680
94749,85033,1793,"Phoenix, AZ",1416
67540,23111,1794,"Richmond, VA",1587
84345,60090,1794,"Chicago, IL",1745
99072,97080,1795,"Portland, OR",1931
72354,33016,1800,"Miami-Fort Lauderdale, FL",2111
97810,94608,1803,"San Francisco, CA",2791
79082,48227,1804,"Detroit, MI",1050
58653,2139,1806,"Boston, MA",2777
78039,46224,1811,"Indianapolis, IN",889
96594,92025,1816,"San Diego, CA",2490
70879,30102,1817,"Atlanta, GA",1882
97317,93534,1819,"Los Angeles-Long Beach-Anaheim, CA",2086
94884,85302,1823,"Phoenix, AZ",1742
94805,85210,1826,"Phoenix, AZ",1430
70498,29466,1828,"Charleston, SC",2286
90676,75081,1829,"Dallas-Fort Worth, TX",1651
96623,92069,1831,"San Diego, CA",3185
90671,75075,1833,"Dallas-Fort Worth, TX",1423
99760,98374,1834,"Seattle, WA",2151
96351,91320,1836,"Ventura, CA",3400
96010,90029,1837,"Los Angeles-Long Beach-Anaheim, CA",1919
99143,97230,1844,"Portland, OR",1443
91339,76262,1846,"Dallas-Fort Worth, TX",1664
78022,46203,1847,"Indianapolis, IN",1110
92288,78154,1848,"San Antonio, TX",1496
66632,20785,1850,"Washington, DC",1797
96451,91606,1854,"Los Angeles-Long Beach-Anaheim, CA",1878
91292,76180,1857,"Dallas-Fort Worth, TX",1416
72458,33155,1860,"Miami-Fort Lauderdale, FL",2382
96127,90291,1864,"Los Angeles-Long Beach-Anaheim, CA",4121
93304,80228,1867,"Denver, CO",1785
61216,8857,1868,"New York, NY",2713
98957,96826,1874,"Urban Honolulu, HI",1602
96424,91423,1875,"Los Angeles-Long Beach-Anaheim, CA",2391
58652,2138,1878,"Boston, MA",2563
96159,90501,1879,"Los Angeles-Long Beach-Anaheim, CA",2539
100155,99206,1879,"Spokane, WA",1751
95751,89012,1881,"Las Vegas, NV",1959
66596,20743,1884,"Washington, DC",1523
417442,85138,1885,"Phoenix, AZ",1840
92634,78723,1889,"Austin, TX",2173
91655,77006,1891,"Houston, TX",1617
72765,33702,1893,"Tampa, FL",1838
69777,28214,1897,"Charlotte, NC",1737
60105,6040,1903,"Hartford, CT",1551
91658,77009,1905,"Houston, TX",1785
97951,95050,1905,"San Jose, CA",2616
71056,30338,1909,"Atlanta, GA",1830
84296,60031,1911,"Chicago, IL",1621
66567,20707,1913,"Washington, DC",1832
96634,92084,1913,"San Diego, CA",2586
72352,33014,1915,"Miami-Fort Lauderdale, FL",1759
93281,80204,1918,"Denver, CO",2023
71016,30294,1919,"Atlanta, GA",1816
93320,80247,1920,"Denver, CO",1811
96128,90292,1921,"Los Angeles-Long Beach-Anaheim, CA",3776
99557,98087,1921,"Seattle, WA",1975
72707,33604,1922,"Tampa, FL",1413
99567,98107,1923,"Seattle, WA",2227
96050,90069,1924,"Los Angeles-Long Beach-Anaheim, CA",3539
97758,94551,1928,"San Francisco, CA",3152
74580,38002,1929,"Memphis, TN",2100
67819,23831,1931,"Richmond, VA",1562
74592,38018,1933,"Memphis, TN",1795
84453,60302,1935,"Chicago, IL",1350
70364,29209,1936,"Columbia, SC",1298
61627,10013,1937,"New York, NY",3957
84324,60068,1938,"Chicago, IL",1963
62041,11231,1939,"New York, NY",3112
95845,89149,1941,"Las Vegas, NV",1929
97788,94582,1942,"San Francisco, CA",3829
98412,95757,1946,"Sacramento, CA",2564
91316,76227,1948,"Dallas-Fort Worth, TX",2112
65799,19132,1950,"Philadelphia, PA",1084
66645,20814,1957,"Washington, DC",2604
96588,92019,1957,"San Diego, CA",2318
72716,33613,1965,"Tampa, FL",1582
92658,78749,1966,"Austin, TX",1792
58984,2909,1967,"Providence, RI",1635
96152,90405,1967,"Los Angeles-Long Beach-Anaheim, CA",3451
70288,29063,1971,"Columbia, SC",1500
67505,23060,1974,"Richmond, VA",1888
95771,89032,1974,"Las Vegas, NV",1637
70631,29650,1979,"Greenville, SC",1432
94953,85379,1979,"Phoenix, AZ",1988
85937,63119,1982,"St. Louis, MO",1224
91714,77065,1982,"Houston, TX",1625
95769,89030,1984,"Las Vegas, NV",1381
71863,32209,1987,"Jacksonville, FL",963
84330,60074,1990,"Chicago, IL",1363
90667,75069,1994,"Dallas-Fort Worth, TX",1650
99538,98056,1995,"Seattle, WA",2191
91728,77079,1998,"Houston, TX",1457
74245,37214,2000,"Nashville, TN",1529
96410,91401,2002,"Los Angeles-Long Beach-Anaheim, CA",2017
72887,33884,2005,"Lakeland, FL",1676
96767,92262,2009,"Riverside, CA",1946
61649,10035,2012,"New York, NY",2351
99580,98121,2015,"Seattle, WA",2614
66743,21042,2019,"Baltimore, MD",2196
93244,80112,2022,"Denver, CO",1935
95798,89102,2023,"Las Vegas, NV",1402
66139,20016,2026,"Washington, DC",2245
95835,89139,2031,"Las Vegas, NV",2026
97577,94123,2032,"San Francisco, CA",3437
97731,94523,2034,"San Francisco, CA",2718
71904,32258,2037,"Jacksonville, FL",1875
84609,60607,2039,"Chicago, IL",2486
96117,90266,2039,"Los Angeles-Long Beach-Anaheim, CA",4733
70870,30092,2041,"Atlanta, GA",1607
98382,95691,2042,"Sacramento, CA",2212
87855,68104,2051,"Omaha, NE",1213
93196,80004,2052,"Denver, CO",2281
96507,91767,2053,"Los Angeles-Long Beach-Anaheim, CA",1785
84295,60030,2055,"Chicago, IL",1407
70947,30180,2056,"Atlanta, GA",1829
97005,92705,2056,"Los Angeles-Long Beach-Anaheim, CA",2456
94758,85042,2058,"Phoenix, AZ",1968
96449,91604,2060,"Los Angeles-Long Beach-Anaheim, CA",3321
92565,78628,2061,"Austin, TX",1678
72528,33309,2062,"Miami-Fort Lauderdale, FL",1768
96967,92649,2065,"Los Angeles-Long Beach-Anaheim, CA",2895
96843,92373,2067,"Riverside, CA",2150
99123,97209,2068,"Portland, OR",1866
58443,1604,2069,"Worcester, MA",1708
70818,30033,2070,"Atlanta, GA",1962
99623,98198,2071,"Seattle, WA",1806
66783,21113,2077,"Baltimore, MD",2143
98844,96701,2078,"Urban Honolulu, HI",2228
60985,8096,2080,"Philadelphia, PA",
77973,46123,2083,"Indianapolis, IN",1622
67610,23235,2084,"Richmond, VA",1717
96163,90505,2085,"Los Angeles-Long Beach-Anaheim, CA",2502
98451,95843,2086,"Sacramento, CA",2073
94827,85233,2090,"Phoenix, AZ",1965
94808,85213,2091,"Phoenix, AZ",1592
71062,30344,2094,"Atlanta, GA",1446
96242,90808,2095,"Los Angeles-Long Beach-Anaheim, CA",3113
96150,90403,2097,"Los Angeles-Long Beach-Anaheim, CA",3244
98442,95833,2103,"Sacramento, CA",2315
67121,22031,2106,"Washington, DC",2086
67658,23323,2108,"Virginia Beach, VA",
93286,80209,2110,"Denver, CO",2282
96401,91387,2112,"Los Angeles-Long Beach-Anaheim, CA",2347
70590,29605,2115,"Greenville, SC",1324
79079,48224,2116,"Detroit, MI",1168
98849,96707,2121,"Urban Honolulu, HI",2948
58518,1852,2122,"Boston, MA",1686
59218,3820,2124,"Boston, MA",1475
66211,20109,2130,"Washington, DC",1780
71781,32092,2134,"Jacksonville, FL",2362
90772,75220,2136,"Dallas-Fort Worth, TX",1641
61876,10583,2139,"New York, NY",5437
79045,48186,2141,"Detroit, MI",1211
66221,20120,2142,"Washington, DC",1980
93283,80206,2143,"Denver, CO",2055
99128,97214,2144,"Portland, OR",1692
77021,44121,2146,"Cleveland, OH",1267
94753,85037,2148,"Phoenix, AZ",1785
70954,30189,2153,"Atlanta, GA",1807
96644,92102,2157,"San Diego, CA",1977
92640,78729,2158,"Austin, TX",1534
99601,98155,2159,"Seattle, WA",2005
90681,75087,2161,"Dallas-Fort Worth, TX",2191
99494,98006,2163,"Seattle, WA",3265
58459,1702,2166,"Boston, MA",1916
84540,60504,2166,"Chicago, IL",1836
93598,80920,2167,"Colorado Springs, CO",1877
93594,80916,2173,"Colorado Springs, CO",1570
95865,89178,2174,"Las Vegas, NV",1900
95056,85718,2175,"Tucson, AZ",1425
96947,92612,2176,"Los Angeles-Long Beach-Anaheim, CA",3092
58758,2446,2177,"Boston, MA",2735
70127,28677,2179,"Charlotte, NC",1417
94849,85257,2187,"Phoenix, AZ",1801
72797,33756,2191,"Tampa, FL",1666
97789,94583,2191,"San Francisco, CA",3122
74234,37203,2195,"Nashville, TN",2065
73032,34208,2198,"North Port-Sarasota-Bradenton, FL",2013
66879,21403,2200,"Baltimore, MD",2027
73062,34243,2201,"North Port-Sarasota-Bradenton, FL",2064
70866,30087,2204,"Atlanta, GA",1765
399546,10075,2205,"New York, NY",2467
69397,27540,2206,"Raleigh, NC",1962
71899,32250,2207,"Jacksonville, FL",2276
93302,80226,2209,"Denver, CO",1872
73411,35244,2214,"Birmingham, AL",1423
91223,76065,2217,"Dallas-Fort Worth, TX",1846
84445,60202,2226,"Chicago, IL",1482
81434,53719,2228,"Madison, WI",1352
70977,30238,2229,"Atlanta, GA",1603
399671,89183,2236,"Las Vegas, NV",1739
94739,85023,2238,"Phoenix, AZ",1625
67504,23059,2239,"Richmond, VA",1815
71048,30329,2240,"Atlanta, GA",1914
70801,30014,2244,"Atlanta, GA",1733
72621,33462,2244,"Miami-Fort Lauderdale, FL",2471
66827,21217,2245,"Baltimore, MD",1509
84599,60586,2249,"Chicago, IL",2182
99490,98002,2249,"Seattle, WA",1734
67747,23503,2255,"Virginia Beach, VA",1295
753844,29486,2256,"Charleston, SC",1643
81292,53212,2257,"Milwaukee, WI",956
69673,28031,2260,"Charlotte, NC",1691
98444,95835,2260,"Sacramento, CA",2433
96492,91748,2261,"Los Angeles-Long Beach-Anaheim, CA",2781
85927,63109,2264,"St. Louis, MO",851
96341,91306,2265,"Los Angeles-Long Beach-Anaheim, CA",2433
95809,89113,2268,"Las Vegas, NV",1802
96933,92591,2269,"Riverside, CA",2665
98417,95765,2270,"Sacramento, CA",2767
94915,85339,2271,"Phoenix, AZ",2172
95082,85746,2273,"Tucson, AZ",1276
91329,76248,2276,"Dallas-Fort Worth, TX",1680
96844,92374,2280,"Riverside, CA",2214
66646,20815,2281,"Washington, DC",2604
71774,32082,2282,"Jacksonville, FL",2260
84614,60612,2284,"Chicago, IL",1797
99146,97233,2285,"Portland, OR",1492
96016,90035,2287,"Los Angeles-Long Beach-Anaheim, CA",3114
71059,30341,2289,"Atlanta, GA",1919
71859,32205,2289,"Jacksonville, FL",1413
99516,98031,2296,"Seattle, WA",2162
96452,91607,2297,"Los Angeles-Long Beach-Anaheim, CA",2064
61626,10012,2301,"New York, NY",3454
70492,29456,2303,"Charleston, SC",1551
90782,75230,2304,"Dallas-Fort Worth, TX",1949
93200,80010,2306,"Denver, CO",1266
72443,33140,2327,"Miami-Fort Lauderdale, FL",3469
95988,90007,2334,"Los Angeles-Long Beach-Anaheim, CA",
